route_id,agency_id,route_short_name,route_long_name,route_type
vvs-31-132-1,vvs-69,132,Rüdern - Sulzgries - Serach - St. Bernhard - Oberesslingen,3
vvs-31-138-1,vvs-69,138,Jägerhaus - Oberesslingen - Zell - Sirnau - Berkheim,3
vvs-31-140-1,vvs-140,140,(Esslingen (N) ) - Oberesslingen - Altbach - Plochingen,3
vvs-31-141-1,vvs-140,141,Plochingen ZOB - Lettenäcker - Stumpenhof,3
vvs-31-142-1,vvs-140,142,Reichenbach Bahnhof - Rißhalde - Siegenberg - Bahnhof,3
vvs-31-143-1,vvs-140,143,Deizisau - Plochingen,3
vvs-31-144-1,vvs-140,144,Reichenbach (F) -  Hochdorf - Kirchheim (T),3
vvs-31-145-1,vvs-99,145,Wernau (N) Bahnhof - Katzenstein - Schmalwiesen - Bahnhof [Stadtverkehr Wernau (Neckar)],3
vvs-31-146-1,vvs-99,146,Wernau (N) Bahnhof - Schmalwiesen - Katzenstein - Bahnhof [Stadtverkehr Wernau (Neckar)],3
vvs-31-147-1,vvs-140,147,Plochingen - Hochdorf - Plochingen,3
vvs-31-147a-1,vvs-140,147A,Hochdorf - Reichenbach (F) / Plochingen (Schülerverkehr),3
vvs-31-148-1,vvs-140,148,Reichenbach Bahnhof - Siegenberg - Rißhalde - Bahnhof,3
vvs-31-149-1,vvs-140,149,Plochingen - Reichenbach (F) - Baltmannsweiler (- Engelberg),3
vvs-31-151-1,vvs-26,151,Wendlingen (N) ZOB - Köngen - Wendlingen (N),3
vvs-31-154-1,vvs-26,154,Wendlingen (N) ZOB - Weinhalde - ZOB,3
vvs-31-155-1,vvs-26,155,Wendlingen (N) ZOB - Unterboihingen - ZOB,3
vvs-31-155a-1,vvs-26,155A,Wendlingen (N) Schulzentrum - Sporthalle Im Speck - Schulzentrum,3
vvs-31-159-1,vvs-140,159,Plochingen ZOB - Gewerbegebiet Filsallee,3
vvs-31-161-1,vvs-99,161,Kirchheim (T) Altvaterweg - ZOB - Ötlingen,3
vvs-31-163-1,vvs-99,163,Kirchheim (T) Schafhof - ZOB - Lindorf - Ötlingen,3
vvs-31-164-1,vvs-99,164,Kirchheim (T) Schafhof - Martktplatz - ZOB - Ötlingen,3
vvs-31-165-1,vvs-99,165,Wellingen - Notzingen - Kirchheim (T) ZOB - Ohmden - Zell,3
vvs-31-165a-1,vvs-99,165A,Kirchheim (T) ZOB - Saarstraße - Alte Plochinger Steige,3
vvs-31-166-1,vvs-99,166,Nürtingen - Nürtingen Krankenhaus - Reudern - Kirchheim (T),3
vvs-31-166a-1,vvs-99,166A,Nürtingen - Nürtingen Krankenhaus - Reudern - Kirchheim (T),3
vvs-31-167-1,vvs-99,167,Nürtingen - Oberensingen - Grötzingen - Aich (- Neuenhaus),3
vvs-31-168-1,vvs-99,168,Wernau (N) - Notzingen -  Hochdorf - Reichenbach (F),3
vvs-31-169-1,vvs-26,169,Nürtingen ZOB - Oberensingen Bachhalde - Nürtingen ZOB,3
vvs-31-170-1,vvs-98,170,RadWanderBus: Kirchheim (T) - Holzmaden - Reußenstein - Wiesensteig/Schopfloch,3
vvs-31-171-1,vvs-98,171,Kirchheim - Holzmaden - (Ohmden),3
vvs-31-173-1,vvs-98,173,Kirchheim (T) - Holzmaden - Weilheim (T) - Bissingen (T) - Kirchheim (T),3
vvs-31-173a-1,vvs-98,173A,Kirchheim (T) - Weilheim (T) - Bissingen (T) - Kirchheim (T),3
vvs-31-174-1,vvs-98,174,Neidlingen - Hepsisau - Weilheim (T) und zurück,3
vvs-31-175-1,vvs-98,175,Kirchheim (T) - Bissingen (T) - Weilheim (T) - Holzmaden - Kirchheim (T),3
vvs-31-175a-1,vvs-98,175A,Kirchheim (T) - Bissingen (T) - Weilheim (T) - Kirchheim (T),3
vvs-31-176-1,vvs-98,176,Oberlenningen - Bissingen (T) - Dettingen (T) - Kirchheim (T),3
vvs-31-177-1,vvs-98,177,Oberlenningen - Owen - Kirchheim (T) Kirchheim (T) - Weilheim (T) - Neidlingen,3
vvs-31-177a-1,vvs-98,177A,Oberlenningen - Kirchheim (T) - Weilheim (T) - Neidlingen,3
vvs-31-178-1,vvs-28,178,Owen - Beuren,3
vvs-31-179-1,vvs-28,179,Oberlenningen - Erkenbrechtsweiler - Beuren (-Neuffen),3
vvs-31-180-1,vvs-28,180,Nürtingen - Neuffen - Beuren - Kohlberg - Tischardt - Nürtingen,3
vvs-31-181-1,vvs-26,181,Nürtingen ZOB - Rieth - Owen Bf,3
vvs-31-182-1,vvs-26,182,Roßdorf - Nürtingen ZOB,3
vvs-31-182a-1,vvs-26,182A,Schülerverkehr Nürtingen Roßdorf - Neckarhausen,3
vvs-31-183-1,vvs-26,183,Nürtingen ZOB - Braike (- Waldfriedhof) - Roßdorf,3
vvs-31-184-1,vvs-26,184,Wendlingen - Unterensingen - Zizishausen - Nürtingen,3
vvs-31-185-1,vvs-26,185,(Grafenberg - ) Kleinbettlingen - Bempflingen - Nürtingen,3
vvs-31-185a-1,vvs-26,185A,Schülerverkehr Grafenberg - Großbettlingen - Nürtingen,3
vvs-31-186-1,vvs-26,186,Nürtingen medius Klinik -   - ZOB - Hardt,3
vvs-31-187-1,vvs-99,187,Neckartenzlingen - Bempflingen - Metzingen,3
vvs-31-187a-1,vvs-99,187A,Neckartenzlingen - Bempflingen - Kleinbettlingen (- Großbettlingen),3
vvs-31-188-1,vvs-99,188,(Schlaitdorf -) Neckartenzlingen - Altdorf - Nürtingen,3
vvs-31-188a-1,vvs-99,188A,Altdorf/Neckartailf./Schlaitdorf/Häslach - N. Auwiesenschule,3
vvs-31-189-1,vvs-99,189,Nürtingen - Neckartailfingen - Schlaitdorf - Neckartenzlingen,3
vvs-31-189a-1,vvs-99,189A,Altdorf/Neckartailfingen - Walddorf Gustav-Werner-Schule,3
vvs-31-191-1,vvs-28,191,Oberlenningen - Hohenneuffen - Neuffen,3
vvs-31-192-1,vvs-28,192,Kappishäusern - Kohlberg - Neuffen,3
vvs-31-193-1,vvs-26,193,Nürtingen ZOB - Neuffener Straße - Schelmenwasen,3
vvs-31-195-1,vvs-26,195,Nürtingen - Großbettlingen - Frickenhausen,3
vvs-31-196-1,vvs-26,196,Wendlingen (N) - Oberboihingen - Nürtingen,3
vvs-31-198-1,vvs-28,198,Frickenhausen - Tischardt - Kohlberg (- Neuffen),3
vvs-31-199-1,vvs-28,199,Beuren - Neuffen - Kohlberg - Metzingen,3
vvs-31-201-1,vvs-26,201,Waiblingen - Neustadt - Hohenacker - Bittenfeld,3
vvs-31-201a-1,vvs-26,201A,Waiblingen - Neustadt - Hohenacker - Bittenfeld,3
vvs-31-202-1,vvs-26,202,Endersbach - Strümpfelbach,3
vvs-31-204-1,vvs-26,204,(Endersbach -) Beinstein - Waiblingen - Hegnach,3
vvs-31-205-1,vvs-98,205,Schmiden - Waiblingen,3
vvs-31-206-1,vvs-26,206,Schnait - Beutelsbach - Endersbach - Waiblingen,3
vvs-31-206a-1,vvs-26,206A,Weinstadt - Remshalden / Engelberg,3
vvs-31-207-1,vvs-98,207,(Korb -) Korber Höhe - Waiblingen Bf - Fellbach,3
vvs-31-207P-1,vvs-98,207P,Shuttleverkehr Ostermarkt,3
vvs-31-208-1,vvs-98,208,Waiblingen Bf - Altstadt - Galgenberg - Altstadt - Waiblingen Bf (Citybus 1),3
vvs-31-209-1,vvs-98,209,Waiblingen - Korb - Kleinheppach - Endersbach,3
vvs-31-210-1,vvs-99,210,Rommelshausen - Remspark - Fellbach,3
vvs-31-211-1,vvs-99,211,Waiblingen - Rommelshausen - Stetten i. R.,3
vvs-31-212-1,vvs-99,212,Fellbach - Rommelshausen - Stetten i. R.,3
vvs-31-214-1,vvs-99,214,Neckargröningen - Fellbach,3
vvs-31-215-1,vvs-99,215,(Fellbach Gewerbegebiet -) Bahnhof - Gartenstraße,3
vvs-31-216-1,vvs-98,216,Waiblingen Bf - Industriegebiet Eisental - Waiblingen Bf,3
vvs-31-217-1,vvs-91,217,Rohrbronn - Geradstetten - Grunbach - Buoch,3
vvs-31-217a-1,vvs-91,217A,Schülerverkehr Remshalden,3
vvs-31-218-1,vvs-98,218,Waiblingen Bf - Friedhof - Altstadt - Wasserstube   - Altstadt - Friedhof - Waiblingen Bf  (Citybus 2),3
vvs-31-219-1,vvs-99,219,Endersbach - Stetten i. R.,3
vvs-31-228-1,vvs-88,228,(Schorndorf -) Rudersberg - Kaisersbach,3
vvs-31-229-1,vvs-88,229,Miedelsbach - Steinenberg - Krehwinkel - Necklinsberg,3
vvs-31-230-1,vvs-88,230,Lindental / Necklinsberg - Rudersberg - Mannenberg und zurück,3
vvs-31-234-1,vvs-140,234,Oppelsbohm - Necklinsberg - Schornbach - Schorndorf,3
vvs-31-241-1,vvs-140,241,Schorndorf - Oberberken - Unterberken,3
vvs-31-242-1,vvs-140,242,Schorndorf Bahnhof- Rems-Murr-Klinik - Spittler Stift - Grauhalde - Rems-Murr-Klinik - Bahnhof,3
vvs-31-242a-1,vvs-140,242A,Schülerverkehr Schorndorf,3
vvs-31-243-1,vvs-140,243,Plüderhausen - Urbach - Schorndorf,3
vvs-31-243a-1,vvs-140,243A,Schorndorf - Urbach - Plüderhausen,3
vvs-31-244-1,vvs-140,244,Schorndorf - Schornbach - Birkenweißbuch - Oppelsbohm,3
vvs-31-244a-1,vvs-140,244A,Schülerverkehr Schorndorf - Schornbach - Necklinsberg - Oppelsbohm,3
vvs-31-245-1,vvs-140,245,Schorndorf - Weiler - Rohrbronn - Hößlinswart (- Erlenhof),3
vvs-31-245a-1,vvs-140,245A,Geradstetten - Winterbach - Schorndorf,3
vvs-31-246-1,vvs-140,246,Schorndorf Bf - Erlensiedlung - Wiesenstraße,3
vvs-31-247-1,vvs-140,247,Schorndorf Bahnhof - Grauhalde - Alte Steige - Neuer Friedhof - Bahnhof,3
vvs-31-248-1,vvs-140,248,Plüderhausen - Urbach - Schorndorf,3
vvs-31-249-1,vvs-140,249,Schorndorf - Urbach Banrain - Urbach Bf,3
vvs-31-250-1,vvs-91,250,(Welzheim -) Walkersbach - Waldhausen,3
vvs-31-257-1,vvs-88,257,Welzheim - Gschwend,3
vvs-31-262-1,vvs-140,262,Schorndorf - Reichenbach (F) - Plochingen,3
vvs-31-263-1,vvs-88,263,Kaisersbach - Welzheim - Schorndorf,3
vvs-31-264-1,vvs-88,264,Kaisersbach - Welzheim,3
vvs-31-266-1,vvs-88,266,Welzheim - Alfdorf,3
vvs-31-266a-1,vvs-88,266A,Welzheim - Alfdorf - Mutlangen - Schwäbisch Gmünd,3
vvs-31-269-1,vvs-88,269,Vordersteinenberg - Alfdorf,3
vvs-31-330-1,vvs-88,330,Welzheim - Rudersberg - Oppelsbohm Rems-Murr-Klinikum - Winnenden,3
vvs-31-331-1,vvs-91,331,Winnenden - Breuningsweiler - Steinach (- Bretzenacker),3
vvs-31-332-1,vvs-91,332,Hertmannsweiler - Winnenden - Rems-Murr-Klinikum -  Schelmenholz - Hanweiler,3
vvs-31-333-1,vvs-91,333,Winnenden - Buoch (- Rohrbronn)  (Fahrrad2Go),3
vvs-31-334-1,vvs-91,334,Schelmenholz - Winnenden - Leutenbach - Weiler z. S.,3
vvs-31-335-1,vvs-91,335,Nellmersbach - Winnenden - Rems-Murr-Klinikum,3
vvs-31-336-1,vvs-91,336,Oppelsbohm - Erlenhof - Birkmannsweiler - Winnenden,3
vvs-31-337-1,vvs-91,337,Oppelsbohm - Bürg - Winnenden,3
vvs-31-337a-1,vvs-91,337A,Hertmannsweiler - Baach - Höfen - Birkmannsweiler - Winnenden,3
vvs-31-338-1,vvs-91,338,Erlenhof - Kottweil - Ödernhardt - Erlenhof,3
vvs-31-339-1,vvs-91,339,Korb - Schwaikheim - Winnenden ZOB - Rems-Murr-Klinikum,3
vvs-31-359-1,vvs-98,359,Backnang ZOB - Lerchenäcker,3
vvs-31-360-1,vvs-98,360,Rietenauer Weg - Backnang ZOB - Sachsenweiler,3
vvs-31-361-1,vvs-98,361,Heiningen - Backnang - Steinbach,3
vvs-31-362-1,vvs-98,362,Sachsenweiler - Backnang - Tausgymnasium,3
vvs-31-362a-1,vvs-98,362A,Sachsenweiler - Steinbach - Backnanger Schulen (Schülerverkehr),3
vvs-31-363-1,vvs-98,363,Backnang - Unterschöntal - Oberschöntal - Backnang,3
vvs-31-365-1,vvs-26,365,Backnang - Unterweissach - Oberbrüden,3
vvs-31-365a-1,vvs-26,365A,Oberbrüden - Bildungszentrum Weissach i.T. (Schülerverkehr),3
vvs-31-366-1,vvs-26,366,Backnang - Steinbach - Oberbrüden - Lippoldsweiler - Hohnweiler - Däfern,3
vvs-31-367-1,vvs-26,367,Kleinaspach - Großaspach - Backnang,3
vvs-31-367a-1,vvs-26,367A,Backnang - Großaspach - Kleinaspach (Schülerverkehr),3
vvs-31-368-1,vvs-98,368,Staigacker - Backnang,3
vvs-31-368a-1,vvs-98,368A,Strümpfelbach - Tausschule (Schülerverkehr),3
vvs-31-369-1,vvs-98,369,Backnang ZOB - Industriegebiet Süd (- Heiningen - Maubach Bf),3
vvs-31-370-1,vvs-98,370,Backnang ZOB - Biegel - Gartenstraße - Murrbäder,3
vvs-31-372-1,vvs-88,372,Murrhardt - Grab - Großerlach - Mainhardt (inkl. Limesbus Nord),3
vvs-31-373-1,vvs-88,373,Murrhardt - Klingen - Sechselberg - Mettelberg - Murrhardt,3
vvs-31-374-1,vvs-88,374,Murrhardt - Siegelsb. -  Hinterbüchelb. - Waltersb. - Murrhardt,3
vvs-31-375-1,vvs-88,375,Welzheim - Kaisersbach - Kirchenkirnberg - Murrhardt (inkl. Limesbus Süd),3
vvs-31-377-1,vvs-88,377,Murrhardt - Mannenweiler - Grab,3
vvs-31-380-1,vvs-88,380,Sulzbach (M) - Großerlach - Mainhardt,3
vvs-31-380a-1,vvs-88,380A,Sulzbach (M) - Zwerenberg - Eschenstruet - Sulzbach (M),3
vvs-31-381-1,vvs-26,381,Backnang - Auenwald - Weissach i.T. - Backnang,3
vvs-31-382-1,vvs-26,382,Backnang - Weissach i.T. - Auenwald - Althütte,3
vvs-31-382a-1,vvs-26,382A,Backnang - Weissach i.T. - Auenwald - Althütte,3
vvs-31-383-1,vvs-26,383,Backnang - Allmersbach i.T. - Unterweissach (- Oberb.),3
vvs-31-384-1,vvs-26,384,Backnang - Weissach i.T. - Althütte,3
vvs-31-385-1,vvs-88,385,Sulzbach (M) - Wüstenrot (inkl. Räuberbus),3
vvs-31-386-1,vvs-88,386,Sulzbach (M) - Spiegelberg - Spiegelberger Teilorte,3
vvs-31-390-1,vvs-88,390,Murrhardt - Sulzbach (M) - Backnang,3
vvs-31-390a-1,vvs-88,390A,Backnang - Sulzbach (M) - Murrhardt,3
vvs-31-391-1,vvs-88,391,Oppenweiler - Aichelbach - Zell,3
vvs-31-393-1,vvs-26,393,Backnang - Allmersbach i.T. - Rudersberg (Fahrrad2Go),3
vvs-31-402-1,vvs-83,402,Hochdorf - Neckargröningen Stadtbahn - Pattonville,3
vvs-31-402a-1,vvs-83,402A,Schülerverkehr Remseck,3
vvs-31-403-1,vvs-83,403,Hochberg - Neckargröningen - Aldingen Berliner Straße,3
vvs-31-411-1,vvs-82,411,Kornwestheim Bahnhof - Realschule - Friedhof,3
vvs-31-412-1,vvs-82,412,Stammheim - Kornwestheim - Pattonville,3
vvs-31-413-1,vvs-82,413,Ludwigsburg - Kornwestheim Bf - Stadion - Rathaus - Bf - Ludwigsburg,3
vvs-31-414-1,vvs-82,414,Kornwestheim Bf - Mühlhäuser Straße - Bahnhof,3
vvs-31-415-1,vvs-82,415,Kornwestheim Bf - Wüstenrot & Württembergische,3
vvs-31-420-1,vvs-82,420,Bahnhof (Arena) -  Gewerbegebiet West,3
vvs-31-421-1,vvs-82,421,Neckarweihingen - Ludwigsburg ZOB - Oststadt - Oßweil-Süd,3
vvs-31-421a-1,vvs-82,421A,Oßweil-Süd - Oststadt - Ludw. ZOB - Neckarweih. (Schülerverkehr),3
vvs-31-422-1,vvs-82,422,Pflugfelden - Ludwigsburg ZOB - Schlösslesfeld,3
vvs-31-422a-1,vvs-82,422A,Pflugfelden - Ludw. ZOB - Schlösslesfeld (Schülerverkehr),3
vvs-31-423-1,vvs-82,423,Ludwigsburg ZOB - Kreisberufsschule,3
vvs-31-424-1,vvs-82,424,Ludwigsburg IKEA - Breuningerland - Päd. Hochschule - ZOB,3
vvs-31-425-1,vvs-82,425,Eglosheim - Ludwigsburg ZOB - Oßweil,3
vvs-31-425a-1,vvs-82,425A,Eglosheim - Ludw. ZOB - Oßweil (Schülerverkehr),3
vvs-31-426-1,vvs-82,426,(Monrepos -) Eglosheim - Ludwigsburg ZOB - Oststadt,3
vvs-31-427-1,vvs-82,427,Grünbühl - Ludwigsburg ZOB - Hoheneck,3
