distance_km,dist_to_600,co2_train_kg,co2_avion_kg,vehicule_type,origin_station_traffic,origin_city_population,dest_station_traffic,dest_city_population,ratio_origin,ratio_dest,trip_count_corridor,trip_count_origin,service_share,is_substitutable
796.7456496528449,196.74564965284492,6.324566966944282,211.0659889618636,12,17863802.0,886040.0,0.0,0.0,20.16139451943479,0.0,2.0,250.0,0.008,0
118.55481153186876,-481.4451884681312,0.1045653437711082,77.98580146752106,13,0.0,0.0,0.0,0.0,0.0,0.0,28.0,136.0,0.2058823529411764,1
399.0085328772783,-200.9914671227217,0.3519255259977594,121.64422378958756,5,0.0,81275.0,0.0,963395.0,0.0,0.0,1.0,5.0,0.2,1
103.21737590912808,-496.78262409087193,3.095282668762933,0.0,12,1248583.0,46080.0,119683.0,4496.0,27.095985243055555,26.61988434163701,10.0,231.0,0.0432900432900432,1
101.10957307177988,-498.8904269282201,5.796611824205141,76.22707026435707,13,0.0,0.0,0.0,24478.0,0.0,0.0,120.0,567.0,0.2116402116402116,1
103.91055922745284,-496.08944077254716,0.8248420191475206,0.0,12,794658.0,7350.0,2917986.0,64458.0,108.11673469387755,45.269570883365915,94.0,584.0,0.160958904109589,1
229.0769722550342,-370.9230277449658,0.2020458895289401,89.07514005945448,12,132116.0,2780.0,89813.0,519127.0,47.523741007194246,0.17300776110662708,15.0,150.0,0.1,1
108.61064846901706,-491.38935153098294,6.226648476728748,0.0,13,0.0,45364.0,11803.0,0.0,0.0,0.0,15.0,647.0,0.0231839258114374,1
191.52533212589807,-408.4746678741019,1.520328086415379,118.03923412197264,13,229213.0,22858.0,42725621.0,2103778.0,10.027692711523319,20.308996956903247,61.0,351.0,0.1737891737891738,1
199.1152299053672,-400.8847700946328,1.5805766949888047,77.70015781470153,13,206581.0,14024.0,80440.0,4677.0,14.730533371363377,17.199059225999573,4.0,134.0,0.0298507462686567,1
138.4636237222412,-461.5363762777588,7.93811954799609,91.2387826491254,12,0.0,217123.0,28711.0,963395.0,0.0,0.02980189849438704,20.0,1076.0,0.0185873605947955,1
115.67734953062,-484.32265046938,2.2446032902921504,85.42155201695823,12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1209.0,0.0024813895781637,0
206.8159987922484,-393.18400120775163,1.641705398412868,88.98574400674597,12,139789.0,2917.0,1318440.0,18820.0,47.922180322248884,70.05526036131775,1.0,190.0,0.0052631578947368,1
