route_id,agency_id,route_short_name,route_long_name,route_type,route_color,route_text_color,route_url,ticketing_deep_link_id
mvv-12-322-1,1,322,OrtsBus Garmisch-Partenkirchen Klinikum - Bahnhof - Marienplatz - Äuß. Maximiliansstr. - Kreuzeck-/Alpspitzbahn,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12322___H_s25_1.pdf,MVV_ticketing
mvv-12-323-1,1,323,EibseeBus Garmisch-Partenkirchen - Untergrainau - Hammersbach - Grainau - Eibsee,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12323___H_s25_1.pdf,MVV_ticketing
mvv-12-324-1,1,324,Farchant - Wankbahn - Sebastiansk. - Bahnhof - Marienplatz - Burgrain - Farchant,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12324___H_s25_1.pdf,MVV_ticketing
mvv-12-325-1,1,325,Farchant - Burgrain - Marienplatz - Bahnhof - Sebastiansk. - Wankbahn - Farchant,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12325___H_s25_1.pdf,MVV_ticketing
mvv-12-326-1,1,326,Garmisch-Partenkirchen - Ettal - Oberammergau - Echelsbacher Brücke - Wieskirche - Steingaden - Schlauch (- Hohenschwangau - Füssen),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12326___H_s25_1.pdf,MVV_ticketing
mvv-12-328-1,1,328,Garmisch-Partenkirchen - Mittenwald - Wallgau - Walchensee - Kochel,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12328___H_s25_1.pdf,MVV_ticketing
mvv-12-329-1,1,329,Garmisch-Partenkirchen - Klais - Krün - Wallgau (- Walchensee),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12329___H_s25_1.pdf,MVV_ticketing
mvv-12-331-1,1,331,StadtBus Kolbermoor Kolbermoor Bf - Siedlerpl. (- Conradty-Altenheim) - Kolbermoor Bf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12331___H_s25_1.pdf,MVV_ticketing
mvv-12-332-1,1,332,StadtBus Kolbermoor Kolbermoor Bf - Tierheim - Moorkultur - Kolbermoor Bf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12332___H_s25_1.pdf,MVV_ticketing
mvv-12-333-1,1,333,StadtBus Kolbermoor Kolbermoor Bf - Hertopark - Schlarbhofen - Kolbermoor Bf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12333___H_s25_1.pdf,MVV_ticketing
mvv-12-334-1,1,334,StadtBus Kolbermoor Kolbermoor Bf (- Conrady-Altenh.) - Schlarbhofen - Hertopark - Kolbermoor Bf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12334___H_s25_1.pdf,MVV_ticketing
mvv-12-336-1,1,336,Brannenburg - Raubling - Rohrdorf - Höhenmoos - Pfraundorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12336___H_s25_1.pdf,MVV_ticketing
mvv-12-337-1,1,337,(Raubling -) Brannenburg - Nußdorf (- Achenmühle),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12337___H_s25_1.pdf,MVV_ticketing
mvv-12-338-1,1,338,Windshausen - Nußdorf - Brannenburg - Raubling,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12338___H_s25_1.pdf,MVV_ticketing
mvv-12-339-1,1,339,Brannenburg - Raubling - Altenmarkt (Inn) - Winkl,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12339___H_s25_1.pdf,MVV_ticketing
mvv-12-340-1,1,340,"(Ellmosen -) Bad Aibling - Kolbermoor - Rosenheim - Rosenheim, Stadtmitte",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12340___H_s25_1.pdf,MVV_ticketing
mvv-12-341-1,1,341,Moor-Express Bad Aibling Therme - Bahnhof - Kurpark Bf - Harthausen - Bahnhof - Therme,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12341___H_s25_1.pdf,MVV_ticketing
mvv-12-342-1,1,342,Rosenheim - Kolbermoor - Bad Aibling,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12342___H_s25_1.pdf,MVV_ticketing
mvv-12-343-1,1,343,Bad Aibling - Au - Bad Feilnbach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12343___H_s25_1.pdf,MVV_ticketing
mvv-12-344-1,1,344,Bad Aibling - Kolbermoor - Großkarolinenfeld,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12344___H_s25_1.pdf,MVV_ticketing
mvv-12-345-1,1,345,Bad Aibling - Maxlrain - Hohenthann - Grafing Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12345___H_s25_1.pdf,MVV_ticketing
mvv-12-346-1,1,346,Bad Aibling - Beyharting - Ostermünchen - Tattenhausen - Rosenheim,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12346___H_s25_1.pdf,MVV_ticketing
mvv-12-347-1,1,347,Kiefersfelden - Oberaudorf - Brannenburg - Raubling,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12347___H_s25_1.pdf,MVV_ticketing
mvv-12-348-1,1,348,Bad Feilnbach - Großholzhausen (- Brannenburg) - Raubling - Rosenheim,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12348___H_s25_1.pdf,MVV_ticketing
mvv-12-352-1,1,352,Leitzach-/Schlierachtal Ringlinie A Miesbach - Hundham - Fischbachau - Schliersee - Miesbach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12352___H_s25_1.pdf,MVV_ticketing
mvv-12-354-1,1,354,Tegernsee - Gmund - Wall - Miesbach - Agatharied,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12354___H_s25_1.pdf,MVV_ticketing
mvv-12-355-1,1,355,Tegernsee - Gmund - Schliersee - Neuhaus - Fischbachau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12355___H_s25_1.pdf,MVV_ticketing
mvv-12-356-1,1,356,Tegernsee - Rottach-Egern - Wallberg - Kreuth - Stuben,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12356___H_s25_1.pdf,MVV_ticketing
mvv-12-357-1,1,357,Tegernsee - Bad Wiessee - Gmund - Waakirchen - Bad Tölz,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12357___H_s25_1.pdf,MVV_ticketing
mvv-12-358-1,1,358,Tegernsee - Gmund - Hausham - Miesbach - Irschenberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12358___H_s25_1.pdf,MVV_ticketing
mvv-12-359-1,1,359,Ringlinie A: Tegernsee - Rottach-Egern - Bad Wiessee - Gmund - Tegernsee,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12359___H_s25_1.pdf,MVV_ticketing
mvv-12-361-1,1,361,Holzkirchen - Darching - Weyarn - Miesbach - Schliersee,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12361___H_s25_1.pdf,MVV_ticketing
mvv-12-363-1,1,363,Kleinhöhenkirchen - Weyarn - Miesbach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12363___H_s25_1.pdf,MVV_ticketing
mvv-12-364-1,1,364,Bad Tölz - Wackersberg - Arzbach - Lenggries (- Brauneckbahn - Hohenburg),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12364___H_s25_1.pdf,MVV_ticketing
mvv-12-388-1,1,388,Waldkopfbahn-Talstation - Brannenburg / Waldkopfbahn-Talstation - Oberaudorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12388___H_s25_1.pdf,MVV_ticketing
mvv-12-391-1,1,391,Bad Tölz - Blombergbahn - Bad Heilbrunn - Penzberg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12391___H_s25_1.pdf,MVV_ticketing
mvv-12-392-1,1,392,Bad Tölz - Bad Heilbrunn - Benediktbeuern - Kochel,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12392___H_s25_1.pdf,MVV_ticketing
mvv-12-393-1,1,393,Kochel - Schlehdorf - Großweil - Achrain - Murnau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12393___H_s25_1.pdf,MVV_ticketing
mvv-12-393V-1,1,393V,Schlehdorf - Großweil - Ohlstadt - Murnau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12393V___H_s25_1.pdf,MVV_ticketing
mvv-12-393V-2,1,393V,Schlehdorf - Großweil - Ohlstadt - Hechendorf - Murnau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12393V___H_s25_1.pdf,MVV_ticketing
mvv-12-394-1,1,394,Penzberg - Benediktbeuern - Kochel - Schlehdorf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12394___H_s25_1.pdf,MVV_ticketing
mvv-12-395-1,1,395,Lenggries - Wegscheid - Jachenau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12395___H_s25_1.pdf,MVV_ticketing
mvv-12-397-1,1,397,Murnau - Riegsee - Obersöchering - Hofheim - Murnau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12397___H_s25_1.pdf,MVV_ticketing
mvv-12-397-2,1,397,Murnau - Riegsee - Obersöchering - Hofheim - Murnau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12397___H_s25_1.pdf,MVV_ticketing
mvv-12-398-1,1,398,Linie Alpin: Geitau - Bayrischzell - Sudelfeld - Bayrischzell - Geitau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12398___H_s25_1.pdf,MVV_ticketing
mvv-12-399-1,1,399,SkiBus Lenggries (vormittags) Lenggries - Brauneckbahn - Draxl-/Jaudenlifte - Lenggries,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12399___H_s25_1.pdf,MVV_ticketing
mvv-12-401-1,1,401,Stadtmitte - Berufsschule - Hochschule/FOS - Lessingstr. - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12401___H_s25_1.pdf,MVV_ticketing
mvv-12-402-1,1,402,Stadtmitte - Bahnhof - Endorfer Au - Am Gries - Bahnhof - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12402___H_s25_1.pdf,MVV_ticketing
mvv-12-403-1,1,403,Stadtmitte - Bahnhof - Traberhof - Happing - Kastenau - ROFA-Stadion - Bahnhof - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12403___H_s25_1.pdf,MVV_ticketing
mvv-12-404-1,1,404,Stadtmitte - Unterfürstätt - Küpferling - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12404___H_s25_1.pdf,MVV_ticketing
mvv-12-405-1,1,405,Stadtmitte - Mitterfeld - Langenpfunzen - (Pfaffenhofen -) Westerndorf St.Peter - Egarten,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12405___H_s25_1.pdf,MVV_ticketing
mvv-12-405V-1,1,405V,"Schülerverkehr: Westerndorf St. Peter, Schule - Pürstlingstraße",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12405V___H_s25_1.pdf,MVV_ticketing
mvv-12-406-1,1,406,Stadtmitte - Klinikum - Erlenau - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12406___H_s25_1.pdf,MVV_ticketing
mvv-12-407-1,1,407,Stadtmitte - Bahnhof - Heilig Blut - Oberwöhr - Schwaig,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12407___H_s25_1.pdf,MVV_ticketing
mvv-12-407V-1,1,407V,"Schülerverkehr: Aising, Schule - Pang, Schule - Westerndorf am Wasen - Schwaig - Oberwöhr - Aising",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12407V___H_s25_1.pdf,MVV_ticketing
mvv-12-408-1,1,408,"Rosenheim, Stadtmitte - Rosenheim - Kolbermoor - Kolbermoor, Siedlerpl. Kolbermoor, Siedlerpl. - Kolbermoor - Rosenheim - Rosenheim, Stadtmitte",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12408___H_s25_1.pdf,MVV_ticketing
mvv-12-409-1,1,409,"Rosenheim, Stadtmitte - Rosenheim - Aicherpark - Kolbermoor - Kolbermoor, Königssee-/Albert-Schalper-Str.",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12409___H_s25_1.pdf,MVV_ticketing
mvv-12-410-1,1,410,Kastenau - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12410___H_s25_1.pdf,MVV_ticketing
mvv-12-411-1,1,411,Stadtmitte - Bahnhof - Aisingerwies - Aising - Pang - Schwaig - Am Gries - Bahnhof - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12411___H_s25_1.pdf,MVV_ticketing
mvv-12-412-1,1,412,Stadtmitte - Rosenheim - Schwaig - Pang - Aising - Aisingerwies - Rosenheim - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12412___H_s25_1.pdf,MVV_ticketing
mvv-12-413-1,1,413,Stadtmitte - Bahnhof - ROFA-Stadion - Happinger Ausee - Am Oberfeld - Happing - Traberhof - Bahnhof - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12413___H_s25_1.pdf,MVV_ticketing
mvv-12-419-1,1,419,Adventsbus: Stadtmitte - Loreto - Aicherpark - Pang - Aising - WEKO - Bahnhof - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12419___H_s25_1.pdf,MVV_ticketing
mvv-12-420-1,1,420,Stadtmitte - Bahnhof - Happing - Kastenau - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12420___H_s25_1.pdf,MVV_ticketing
mvv-12-421-1,1,421,Stadtmitte - Rosenheim - Aisingerwies - Pang - Schwaig - Rosenheim - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12421___H_s25_1.pdf,MVV_ticketing
mvv-12-422-1,1,422,Stadtmitte - Rosenheim - Schwaig - Pang - Aisingerwies - Rosenheim - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12422___H_s25_1.pdf,MVV_ticketing
mvv-12-423-1,1,423,Stadtmitte - Rosenheim - Traberhof - Happing - Weko - Am Oberfeld,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12423___H_s25_1.pdf,MVV_ticketing
mvv-12-424-1,1,424,Bahnhof - Stadtmitte - Unterfürstätt - Küpferling - Stadtmitte - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12424___H_s25_1.pdf,MVV_ticketing
mvv-12-426-1,1,426,Bahnhof - Stadtmitte - Erlenau - Langenpfunzen - Westerndorf - Kaserne - Stadtmitte - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12426___H_s25_1.pdf,MVV_ticketing
mvv-12-427-1,1,427,Stadtmitte - Endorfer Au - Oberwöhr - Heilig Blut - Stadtmitte,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12427___H_s25_1.pdf,MVV_ticketing
mvv-12-429-1,1,429,"Rosenheim, Stadtmitte - Rosenheim - Kolbermoor - Kolbermoor, Königsseestr.",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12429___H_s25_1.pdf,MVV_ticketing
mvv-12-431-1,1,431,Stadtbus Wasserburg Badria - Stadt Busbahnhof - Wasserburg Bf (Reitmehring),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12431___H_s25_1.pdf,MVV_ticketing
mvv-12-432-1,1,432,Rettenbach - Pfaffing - Edling - Wasserburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12432___H_s25_1.pdf,MVV_ticketing
mvv-12-433-1,1,433,Wasserburg - Soyen - Haag - Maitenbeth/Oberornau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12433___H_s25_1.pdf,MVV_ticketing
mvv-12-434-1,1,434,Wasserburg Stadt - Halfing - Bad Endorf - Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12434___H_s25_1.pdf,MVV_ticketing
mvv-12-435-1,1,435,Rosenheim - Vogtareuth - Griesstätt - Wasserburg Stadt,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12435___H_s25_1.pdf,MVV_ticketing
mvv-12-436-1,1,436,Rosenheim - Pfaffenhofen - Rott a. Inn - Attel - Wasserburg Bf (Reitmehring) - Wasserburg Stadt,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12436___H_s25_1.pdf,MVV_ticketing
mvv-12-437-1,1,437,Wasserburg Stadt - Wasserburg Bf (Reitmehring) - Ebersberg - Grafing Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12437___H_s25_1.pdf,MVV_ticketing
mvv-12-438-1,1,438,Wasserburg Stadt - Wasserburg Bf - Albaching - Haag - Dorfen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12438___H_s25_1.pdf,MVV_ticketing
mvv-12-439-1,1,439,Wasserburg Stadt - Eiselfing - Evenhausen - Amerang,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12439___H_s25_1.pdf,MVV_ticketing
mvv-12-470-1,1,470,Gars - Haag - Hohenlinden - Forstinning - Max-Weber-Platz,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12470___H_s25_1.pdf,MVV_ticketing
mvv-12-474-1,1,474,Ampfing - Heldenstein - Biburg - Gars am Inn,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12474___H_s25_1.pdf,MVV_ticketing
mvv-12-475-1,1,475,Steinhöring - Tulling - Albaching - Haag - Gars,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12475___H_s25_1.pdf,MVV_ticketing
mvv-12-476-1,1,476,Taufkirchen - / Waldkraiburg - Kraiburg - Gars Bf - Gars,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12476___H_s25_1.pdf,MVV_ticketing
mvv-12-477-1,1,477,Kreuz - Eßbaum - Maitenbeth - Rechtmehring,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12477___H_s25_1.pdf,MVV_ticketing
mvv-12-478-1,1,478,Oberornau - Schwindegg - Thambach - Gars,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12478___H_s25_1.pdf,MVV_ticketing
mvv-12-479-1,1,479,Freimehring - Gars - Waldkraiburg - Ampfing - Mühldorf (- Altötting),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12479___H_s25_1.pdf,MVV_ticketing
mvv-12-481-1,1,481,Ortsverkehr Prien Bahnhof - (Osternach) - Hafen - Harras - Hafen - Bahnhof,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12481___H_s25_1.pdf,MVV_ticketing
mvv-12-482-1,1,482,"(Wildbichl -) Sachrang - Aschau - Bernau - Bernau-Felden, Schiff",3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12482___H_s25_1.pdf,MVV_ticketing
mvv-12-483-1,1,9480,Bürgerbus Amerang - Obing - Pittenhart - Eggstätt / Seebruck - Bad Endorf / Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12483___H_s25_1.pdf,MVV_ticketing
mvv-12-484-1,1,9520,Traunstein - Chieming - Seebruck - Rimsting - Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12484___H_s25_1.pdf,MVV_ticketing
mvv-12-485-1,1,9505,Reit im Winkl - Marquartstein - Bernau - Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12485___H_s25_1.pdf,MVV_ticketing
mvv-12-488-1,1,488,Bad Endorf - Hemhof - Eggstätt - Rimsting - Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12488___H_s25_1.pdf,MVV_ticketing
mvv-12-489-1,1,489,Riedering - Söllhuben - Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12489___H_s25_1.pdf,MVV_ticketing
mvv-12-490-1,1,490,Rosenheim - Raubling - Neubeuern - Nußdorf (Inn) (- Windshausen),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12490___H_s25_1.pdf,MVV_ticketing
mvv-12-491-1,1,491,Rosenheim - Prutting - Krottenmühl - Bad Endorf - Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12491___H_s25_1.pdf,MVV_ticketing
mvv-12-492-1,1,492,Rosenheim - Prutting - Halfing - Höslwang - Amerang,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12492___H_s25_1.pdf,MVV_ticketing
mvv-12-493-1,1,493,Rosenheim - Lauterbach - Achenmühle - Grainbach - Roßholzen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12493___H_s25_1.pdf,MVV_ticketing
mvv-12-494-1,1,494,Rosenheim - Rohrdorf - Frasdorf - Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12494___H_s25_1.pdf,MVV_ticketing
mvv-12-495-1,1,495,Rosenheim - Großkarolinenfeld - Tattenhausen,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12495___H_s25_1.pdf,MVV_ticketing
mvv-12-496-1,1,496,Rosenheim - Riedering - Söllhuben - Frasdorf - Aschau,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12496___H_s25_1.pdf,MVV_ticketing
mvv-12-497-1,1,497,Rosenheim - Stephanskirchen - Riedering - Moosen - Mauerkirchen - Prien,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12497___H_s25_1.pdf,MVV_ticketing
mvv-12-498-1,1,498,Rosenheim - Schloßberg - Stephanskirchen - Baierbach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12498___H_s25_1.pdf,MVV_ticketing
mvv-12-531-1,1,531,Landshut Hbf - Adlkofen - Engkofen b.Aham (- Marklkofen),3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12531___H_s25_1.pdf,MVV_ticketing
mvv-12-532-1,1,532,Loizenkirchen - Aham - Gerzen - Günzkofen - Landshut Hbf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12532___H_s25_1.pdf,MVV_ticketing
mvv-12-533-1,1,533,Landshut Hbf - Altdorf - Furth - Weihmichl - Pfeffenhausen - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12533___H_s25_1.pdf,MVV_ticketing
mvv-12-534-1,1,534,Landshut Hbf - Ergolding - Hohenthann - Schmatzhausen - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12534___H_s25_1.pdf,MVV_ticketing
mvv-12-534-2,1,534,Landshut Hbf - Ergolding - Hohenthann - Schmatzhausen - Rottenburg,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12534___H_s25_1.pdf,MVV_ticketing
mvv-12-535-1,1,535,Ergoldsbach - Mirskofen - Essenbach - Ergolding - Landshut Hbf,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12535___H_s25_1.pdf,MVV_ticketing
mvv-12-536-1,1,536,Landshut - Ergolding - Essenbach - Bayerbach - Paindlkofen - Martinshaun,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12536___H_s25_1.pdf,MVV_ticketing
mvv-12-536-2,1,536,Landshut - Ergolding - Essenbach - Bayerbach - Paindlkofen - Unterunsbach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12536___H_s25_1.pdf,MVV_ticketing
mvv-12-537-1,1,537,Landshut - Ergolding - Altheim - Ohu - Essenbach - Postau - Weng - Unterköllnbach,3,005262,FFFFFF,https://efa.mvv-muenchen.de/ttb2/mvv_12537___H_s25_1.pdf,MVV_ticketing
