trip_id,agency_name,route_name,train_type,service_type,origin_stop_name,origin_country,destination_stop_name,destination_country,departure_time,arrival_time,distance_km,duration_h,emission_gco2e_pkm,total_emission_kgco2e,source_dataset
UZ 063,Укрзалізниця,063 = 064,Train régional,National,Харків,UA,Львів,UA,22:38,13:39,1115.0,15:01:00,17.22,19.2,Back-on-Track
UZ 064,Укрзалізниця,063 = 064,Train régional,National,Львів,UA,Харків,UA,15:30,05:56,1115.0,14:26:00,17.22,19.2,Back-on-Track
UZ 065 K,Укрзалізниця,065 K = 065 Š,Train régional,National,Харків,UA,Умань,UA,18:13,09:03,817.0,14:50:00,16.89,13.8,Back-on-Track
UZ 065 Š,Укрзалізниця,065 K = 065 Š,Train régional,National,Умань,UA,Харків,UA,17:39,09:20,817.0,15:41:00,16.89,13.8,Back-on-Track
UZ 067,Укрзалізниця,067 = 068,Train régional,International,Київ Пасажирський,PL,Warszawa Wschodnia,UA,20:21,10:11,867.0,13:50:00,19.21,16.66,Back-on-Track
UZ 068,Укрзалізниця,067 = 068,Train régional,International,Warszawa Wschodnia,PL,Київ Пасажирський,UA,17:49,10:45,867.0,16:56:00,19.21,16.66,Back-on-Track
UZ 073,Укрзалізниця,073 = 074,Train régional,International,Харків,PL,Przemyśl Gł.,UA,13:32,11:16,1212.0,21:44:00,17.9,21.69,Back-on-Track
UZ 074,Укрзалізниця,073 = 074,Train régional,International,Przemyśl Gł.,PL,Харків,UA,13:45,13:53,1212.0,24:08:00,17.9,21.69,Back-on-Track
UZ 075,Укрзалізниця,075 = 076,Train régional,National,Київ Пасажирський,UA,Кривий Ріг,UA,20:13,05:57,488.0,9:44:00,15.78,7.7,Back-on-Track
UZ 076,Укрзалізниця,075 = 076,Train régional,National,Кривий Ріг,UA,Київ Пасажирський,UA,20:57,06:26,488.0,9:29:00,15.78,7.7,Back-on-Track
UZ 078 L,Укрзалізниця,078 L = 078 Š,Train régional,National,Ковель,UA,Одеса Головна,UA,17:35,09:08,865.0,15:33:00,24.05,20.8,Back-on-Track
UZ 078 Š,Укрзалізниця,078 L = 078 Š,Train régional,National,Одеса Головна,UA,Ковель,UA,17:03,09:31,865.0,16:28:00,24.05,20.8,Back-on-Track
UZ 079,Укрзалізниця,079 = 080,Train régional,National,Дніпро Головний,UA,Львів,UA,22:09,12:59,1077.0,14:50:00,17.83,19.2,Back-on-Track
UZ 080,Укрзалізниця,079 = 080,Train régional,National,Львів,UA,Дніпро Головний,UA,15:03,06:06,1077.0,15:03:00,17.83,19.2,Back-on-Track
UZ 081 K,Укрзалізниця,081 K = 081 L,Train régional,National,Київ Пасажирський,UA,Ужгород,UA,18:35,10:59,922.0,16:24:00,16.7,15.4,Back-on-Track
UZ 081 L,Укрзалізниця,081 K = 081 L,Train régional,National,Ужгород,UA,Київ Пасажирський,UA,16:17,08:32,922.0,16:15:00,16.7,15.4,Back-on-Track
UZ 086 L,Укрзалізниця,086 L = 086 P,Train régional,National,Львів,UA,Запоріжжя 1,UA,10:48,06:30,1209.0,19:42:00,15.96,19.3,Back-on-Track
UZ 086 P,Укрзалізниця,086 L = 086 P,Train régional,National,Запоріжжя 1,UA,Львів,UA,18:48,14:15,1209.0,19:27:00,15.96,19.3,Back-on-Track
UZ 088 L,Укрзалізниця,088 L = 088 P,Train régional,National,Ковель,UA,Запоріжжя 1,UA,17:35,13:43,1110.0,20:08:00,16.13,17.9,Back-on-Track
UZ 088 P,Укрзалізниця,088 L = 088 P,Train régional,National,Запоріжжя 1,UA,Ковель,UA,16:30,13:40,1110.0,21:10:00,16.13,17.9,Back-on-Track
UZ 091,Укрзалізниця,091 = 092,Train régional,National,Київ Пасажирський,UA,Львів,UA,22:57,06:33,564.0,7:36:00,19.86,11.2,Back-on-Track
UZ 092,Укрзалізниця,091 = 092,Train régional,National,Львів,UA,Київ Пасажирський,UA,23:05,06:19,564.0,7:14:00,19.86,11.2,Back-on-Track
UZ 093,Укрзалізниця,093 = 094,Train régional,National,Харків,UA,Chelm,UA,13:32,11:05,1160.0,21:33:00,17.07,19.8,Back-on-Track
UZ 094,Укрзалізниця,093 = 094,Train régional,National,Chelm,UA,Харків,UA,16:42,13:53,1160.0,21:11:00,17.07,19.8,Back-on-Track
UZ 095,Укрзалізниця,095 = 096,Train régional,National,Київ Пасажирський,UA,Рахів,UA,20:29,09:50,892.0,13:21:00,17.092615894039735,15.25,Back-on-Track
UZ 096,Укрзалізниця,095 = 096,Train régional,National,Рахів,UA,Київ Пасажирський,UA,18:16,09:01,892.0,14:45:00,17.092615894039735,15.25,Back-on-Track
UZ 097,Укрзалізниця,097 = 098,Train régional,National,Київ Пасажирський,UA,Ковель,UA,21:56,08:28,529.0,10:32:00,30.25,16.0,Back-on-Track
UZ 098,Укрзалізниця,097 = 098,Train régional,National,Ковель,UA,Київ Пасажирський,UA,19:05,06:04,529.0,10:59:00,30.25,16.0,Back-on-Track
UZ 099,Укрзалізниця,099 = 100,Train régional,International,Київ Пасажирський,UA,București Nord,RO,06:30,06:47,1036.0,23:17:00,16.02,16.6,Back-on-Track
UZ 100,Укрзалізниця,099 = 100,Train régional,International,București Nord,UA,Київ Пасажирський,RO,19:10,19:37,1036.0,23:27:00,16.02,16.6,Back-on-Track
UZ 105,Укрзалізниця,105 = 106,Train régional,National,Київ Пасажирський,UA,Одеса Головна,UA,21:02,06:13,653.0,9:11:00,15.47,10.1,Back-on-Track
UZ 106,Укрзалізниця,105 = 106,Train régional,National,Одеса Головна,UA,Київ Пасажирський,UA,21:30,06:45,653.0,9:15:00,15.47,10.1,Back-on-Track
UZ 109,Укрзалізниця,109 = 110,Train régional,National,Херсо́н,UA,Львів,UA,13:35,10:23,1199.0,20:48:00,17.092615894039735,20.49,Back-on-Track
UZ 110,Укрзалізниця,109 = 110,Train régional,National,Львів,UA,Херсо́н,UA,16:03,12:50,1199.0,20:47:00,17.092615894039735,20.49,Back-on-Track
UZ 112 L,Укрзалізниця,112 L = 112 P,Train régional,National,Львів,UA,Ізюм,UA,15:30,11:15,1242.0,19:45:00,17.092615894039735,21.23,Back-on-Track
UZ 112 P,Укрзалізниця,112 L = 112 P,Train régional,National,Ізюм,UA,Львів,UA,18:29,13:39,1242.0,19:10:00,17.092615894039735,21.23,Back-on-Track
UZ 113,Укрзалізниця,113 = 114,Train régional,National,Харків,UA,Львів,UA,07:50,09:11,1108.0,25:21:00,17.092615894039735,18.94,Back-on-Track
UZ 114,Укрзалізниця,113 = 114,Train régional,National,Львів,UA,Харків,UA,17:11,19:26,1108.0,26:15:00,17.092615894039735,18.94,Back-on-Track
UZ 121,Укрзалізниця,121 = 122,Train régional,National,Херсо́н,UA,Київ Пасажирський,UA,16:40,09:20,677.0,16:40:00,17.092615894039735,11.57,Back-on-Track
UZ 122,Укрзалізниця,121 = 122,Train régional,National,Київ Пасажирський,UA,Херсо́н,UA,21:08,08:33,677.0,11:25:00,17.092615894039735,11.57,Back-on-Track
UZ 128 L,Укрзалізниця,128 L = 128 P,Train régional,National,Львів,UA,Запоріжжя 1,UA,13:58,15:36,1209.0,25:38:00,17.092615894039735,20.66,Back-on-Track
UZ 128 P,Укрзалізниця,128 L = 128 P,Train régional,National,Запоріжжя 1,UA,Львів Підзамче,UA,09:50,12:24,1209.0,26:34:00,17.092615894039735,20.66,Back-on-Track
UZ 136 L,Укрзалізниця,136 L = 136 Š,Train régional,National,Чернівці,UA,Одеса Головна,UA,14:57,08:26,1011.0,17:29:00,17.092615894039735,17.28,Back-on-Track
UZ 136 Š,Укрзалізниця,136 L = 136 Š,Train régional,National,Одеса Головна,UA,Чернівці,UA,18:19,11:23,1011.0,17:04:00,17.092615894039735,17.28,Back-on-Track
UZ 139,Укрзалізниця,139 = 140,Train régional,National,Київ Пасажирський,UA,Кам'янець-Подільський,UA,23:32,08:36,458.0,9:04:00,17.092615894039735,7.83,Back-on-Track
UZ 140,Укрзалізниця,139 = 140,Train régional,National,Кам'янець-Подільський,UA,Київ Пасажирський,UA,20:12,05:20,458.0,9:08:00,17.092615894039735,7.83,Back-on-Track
UZ 141,Укрзалізниця,141 = 142,Train régional,National,Івано-Франківськ,UA,Чернігів,UA,14:44,07:54,961.0,17:10:00,17.092615894039735,16.43,Back-on-Track
UZ 142,Укрзалізниця,141 = 142,Train régional,National,Чернігів,UA,Івано-Франківськ,UA,21:18,13:20,961.0,16:02:00,17.092615894039735,16.43,Back-on-Track
UZ 143,Укрзалізниця,143 = 144,Train régional,National,Суми,UA,Рахів,UA,19:01,19:10,961.0,24:09:00,17.092615894039735,16.43,Back-on-Track
UZ 144,Укрзалізниця,143 = 144,Train régional,National,Рахів,UA,Суми,UA,09:54,09:56,1243.0,24:02:00,17.092615894039735,21.25,Back-on-Track
UZ 149,Укрзалізниця,149 = 150,Train régional,National,Полтава,UA,Чернівці,UA,17:24,12:25,1073.0,19:01:00,19.2,20.6,Back-on-Track
UZ 150,Укрзалізниця,149 = 150,Train régional,National,Чернівці,UA,Полтава,UA,14:32,09:37,1073.0,19:05:00,19.2,20.6,Back-on-Track
UZ 181 L,Укрзалізниця,181 L = 181 P,Train régional,National,Івано-Франківськ,UA,Дніпро Головний,UA,12:43,09:25,1221.0,20:42:00,17.94,21.9,Back-on-Track
UZ 181 P,Укрзалізниця,181 L = 181 P,Train régional,National,Дніпро Головний,UA,Івано-Франківськ,UA,14:35,11:22,1221.0,20:47:00,17.94,21.9,Back-on-Track
UZ 192 P,Укрзалізниця,192 P = 192 Š,Train régional,National,Краматорськ,UA,Одеса Головна,UA,17:32,13:04,1278.0,19:32:00,15.57,19.9,Back-on-Track
UZ 192 Š,Укрзалізниця,192 P = 192 Š,Train régional,National,Одеса Головна,UA,Краматорськ,UA,20:58,16:45,1278.0,19:47:00,15.57,19.9,Back-on-Track
UZ 194 L,Укрзалізниця,194 L = 194 P,Train régional,National,Ясіня,UA,Кривий Ріг,UA,13:28,10:34,1288.0,21:06:00,17.092615894039735,22.02,Back-on-Track
UZ 194 P,Укрзалізниця,194 L = 194 P,Train régional,National,Кривий Ріг,UA,Ясіня,UA,11:02,10:06,1288.0,23:04:00,17.092615894039735,22.02,Back-on-Track
UZ 357,Укрзалізниця,357 = 358,Train régional,National,Київ Пасажирський,UA,Ясіня,UA,20:37,13:25,872.0,16:48:00,17.092615894039735,14.9,Back-on-Track
UZ 358,Укрзалізниця,357 = 358,Train régional,National,Ясіня,UA,Київ Пасажирський,UA,14:04,07:47,872.0,17:43:00,17.092615894039735,14.9,Back-on-Track
UZ/CFM 351 K,Opérateur non renseigné,351 K = 351 L,Train régional,International,Київ Пасажирський,UA,Chişinău,MD,17:05,11:30,720.0,18:25:00,17.092615894039735,12.31,Back-on-Track
UZ/CFM 351 L,Opérateur non renseigné,351 K = 351 L,Train régional,International,Chişinău,UA,Київ Пасажирський,MD,17:34,12:05,720.0,18:31:00,17.092615894039735,12.31,Back-on-Track
UZ/ÖBB 40149,Opérateur non renseigné,40149 = 40749,Train régional,International,Wien Hbf,AT,Київ Пасажирський,UA,16:42,18:36,1477.0,25:54:00,17.47,25.8,Back-on-Track
UZ/ÖBB 40749,Opérateur non renseigné,40149 = 40749,Train régional,International,Київ Пасажирський,AT,Wien Hbf,UA,13:20,11:20,1477.0,22:00:00,17.47,25.8,Back-on-Track
VR IC 265,VR-Yhtymä Oy,IC 265 = IC 274,Train régional,National,Helsinki,FI,Kemijärvi,FI,19:29,08:50,983.0,13:21:00,14.04,13.8,Back-on-Track
VR IC 266 (H),VR-Yhtymä Oy,IC 266 (H) = IC 273,Train régional,National,Rovaniemi,FI,Helsinki,FI,17:52,06:27,899.0,12:35:00,13.46,12.1,Back-on-Track
VR IC 266 (T),VR-Yhtymä Oy,IC 266 (T) = IC 933,Train régional,National,Rovaniemi,FI,Turku,FI,17:52,07:33,899.0,13:41:00,12.57,11.3,Back-on-Track
VR IC 273,VR-Yhtymä Oy,IC 266 (H) = IC 273,Train régional,National,Helsinki,FI,Rovaniemi,FI,23:13,11:03,899.0,11:50:00,13.46,12.1,Back-on-Track
VR IC 274,VR-Yhtymä Oy,IC 265 = IC 274,Train régional,National,Kemijärvi,FI,Helsinki,FI,19:15,09:15,983.0,14:00:00,14.04,13.8,Back-on-Track
VR IC 933,VR-Yhtymä Oy,IC 266 (T) = IC 933,Train régional,National,Turku,FI,Rovaniemi,FI,21:08,11:03,899.0,13:55:00,12.57,11.3,Back-on-Track
VR P 269,VR-Yhtymä Oy,P 269 = P 276,Train régional,National,Helsinki,FI,Kolari,FI,20:29,10:55,989.0,14:26:00,14.05,13.9,Back-on-Track
VR P 276,VR-Yhtymä Oy,P 269 = P 276,Train régional,National,Kolari,FI,Helsinki,FI,19:42,10:38,989.0,14:56:00,14.05,13.9,Back-on-Track
VY 605,Vygruppen AS,F4,Train régional,National,Oslo S,NO,Bergen,NO,23:03,06:27,482.0,7:24:00,0.33,0.16,Back-on-Track
VY 606,Vygruppen AS,F4,Train régional,National,Bergen,NO,Oslo S,NO,23:00,06:27,482.0,7:27:00,0.33,0.16,Back-on-Track
VY Nattåg 3962,Opérateur non renseigné,Non renseigné,Train de nuit,National,Luleå C,XX,Stockholm C,XX,21:10,10:09,,12.98,14.0,,Back-on-Track
ZSSK EC 283 / R801,Železničná spoločnosť Slovensko a.s.,Metropolitan / Poľana,Train régional,International,Praha hl.n.,SK,Košice,CZ,17:44,06:44,852.0,13:00:00,13.85,11.8,Back-on-Track
ZSSK EN 1152,Železničná spoločnosť Slovensko a.s.,EN 1152 = EN 1153,Train régional,International,Split,SK,Bratislava Nové Mesto,HR,17:29,11:00,931.0,17:31:00,7.73,7.2,Back-on-Track
ZSSK EN 1153,Železničná spoločnosť Slovensko a.s.,EN 1152 = EN 1153,Train régional,International,Bratislava Nové Mesto,SK,Split,HR,15:26,08:20,931.0,16:54:00,17.86,16.63,Back-on-Track
ZSSK EN 442,Železničná spoločnosť Slovensko a.s.,EN 442 = EN 443,Train régional,International,Michalovce,SK,Praha hl.n.,CZ,19:52,07:48,745.0,11:56:00,16.91,12.6,Back-on-Track
ZSSK EN 443,Železničná spoločnosť Slovensko a.s.,EN 442 = EN 443,Train régional,International,Praha hl.n.,SK,Michalovce,CZ,22:14,10:10,745.0,11:56:00,16.91,12.6,Back-on-Track
ZSSK R 614,Železničná spoločnosť Slovensko a.s.,Zemplín,Train régional,National,Strážske,SK,Bratislava hl.st.,SK,22:01,05:33,529.0,7:32:00,8.88,4.7,Back-on-Track
ZSSK R 615,Železničná spoločnosť Slovensko a.s.,Zemplín,Train régional,National,Bratislava hl.st.,SK,Strážske,SK,22:27,06:22,529.0,7:55:00,8.88,4.7,Back-on-Track
ZSSK R800 / EC282,Železničná spoločnosť Slovensko a.s.,Metropolitan / Poľana,Train régional,International,Košice,SK,Praha hl.n.,CZ,22:46,10:11,852.0,11:25:00,13.85,11.8,Back-on-Track
ÖBB NJ 233,ÖBB-Personenverkehr AG,NJ 233 = NJ 235,Train régional,International,Wien Hbf,AT,La Spezia Centrale,IT,19:18,11:10,1090.0,15:52:00,17.092615894039735,18.63,Back-on-Track
ÖBB NJ 235,ÖBB-Personenverkehr AG,NJ 233 = NJ 235,Train régional,International,La Spezia Centrale,AT,Wien Hbf,IT,17:10,09:04,1090.0,15:54:00,17.092615894039735,18.63,Back-on-Track
ÖBB NJ 236,ÖBB-Personenverkehr AG,NJ 236 = NJ 237,Train régional,International,Venezia Santa Lucia,DE,Stuttgart Hbf,IT,21:05,09:26,852.0,12:21:00,17.092615894039735,14.56,Back-on-Track
ÖBB NJ 237,ÖBB-Personenverkehr AG,NJ 236 = NJ 237,Train régional,International,Stuttgart Hbf,DE,Venezia Santa Lucia,IT,20:01,08:34,852.0,12:33:00,17.092615894039735,14.56,Back-on-Track
ÖBB NJ 294,ÖBB-Personenverkehr AG,NJ 294 = NJ 295,Train régional,International,Roma Tiburtina,DE,München Hbf,IT,18:10,09:22,1092.0,15:12:00,17.092615894039735,18.67,Back-on-Track
ÖBB NJ 295,ÖBB-Personenverkehr AG,NJ 294 = NJ 295,Train régional,International,München Hbf,DE,Roma Termini,IT,20:10,09:10,1092.0,13:00:00,17.092615894039735,18.67,Back-on-Track
ÖBB NJ 402,ÖBB-Personenverkehr AG,NJ 402 = NJ 403,Train régional,International,Zürich HB,DE,Amsterdam Centraal,NL,21:34,09:44,845.0,12:10:00,21.3,18.0,Back-on-Track
ÖBB NJ 40233,ÖBB-Personenverkehr AG,NJ 40233 = NJ 40294,Train régional,International,Wien Hbf,AT,Roma Tiburtina,IT,19:18,10:05,1112.0,14:47:00,14.39,16.0,Back-on-Track
ÖBB NJ 40235,ÖBB-Personenverkehr AG,NJ 40235 = NJ 40295,Train régional,International,Milano Lambrate,DE,München Hbf,IT,20:54,09:22,1044.0,12:28:00,17.092615894039735,17.84,Back-on-Track
ÖBB NJ 40236,ÖBB-Personenverkehr AG,NJ 40236 = NJ 40466,Train régional,International,Venezia Santa Lucia,AT,Wien Hbf,IT,21:05,08:17,619.0,11:12:00,17.092615894039735,10.58,Back-on-Track
ÖBB NJ 40294,ÖBB-Personenverkehr AG,NJ 40233 = NJ 40294,Train régional,International,Roma Tiburtina,AT,Wien Hbf,IT,18:10,08:52,1112.0,14:42:00,14.39,16.0,Back-on-Track
ÖBB NJ 40295,ÖBB-Personenverkehr AG,NJ 40235 = NJ 40295,Train régional,International,München Hbf,DE,Milano Lambrate,IT,20:08,07:31,1044.0,11:23:00,17.092615894039735,17.84,Back-on-Track
ÖBB NJ 403,ÖBB-Personenverkehr AG,NJ 402 = NJ 403,Train régional,International,Amsterdam Centraal,DE,Zürich HB,NL,20:15,08:05,845.0,11:50:00,21.3,18.0,Back-on-Track
ÖBB NJ 40420,ÖBB-Personenverkehr AG,NJ 40420 = NJ 40491,Train régional,International,Innsbruck Hbf,DE,Hamburg Altona,AT,20:46,09:06,1112.0,12:20:00,14.39,16.0,Back-on-Track
ÖBB NJ 40421,ÖBB-Personenverkehr AG,NJ 40421 = NJ 40490,Train régional,International,Amsterdam Centraal,DE,Wien Hbf,NL,18:28,09:17,,14:49:00,17.092615894039735,,Back-on-Track
ÖBB NJ 40424,ÖBB-Personenverkehr AG,NJ 40424 = NJ 40469,Train régional,International,Berlin Ostbahnhof,DE,Paris Est,FR,18:55,09:38,1168.0,14:43:00,10.96,12.8,Back-on-Track
ÖBB NJ 40425,ÖBB-Personenverkehr AG,NJ 40425 = NJ 40468,Train régional,International,Aachen Hbf,BE,Wien Hbf,AT,19:06,10:13,,15:07:00,17.092615894039735,,Back-on-Track
ÖBB NJ 40466,ÖBB-Personenverkehr AG,NJ 40236 = NJ 40466,Train régional,International,Wien Hbf,AT,Venezia Santa Lucia,IT,21:39,08:34,619.0,10:55:00,17.092615894039735,10.58,Back-on-Track
ÖBB NJ 40468,ÖBB-Personenverkehr AG,NJ 40425 = NJ 40468,Train régional,International,Wien Hbf,BE,Aachen Hbf,AT,18:08,09:56,,15:48:00,17.092615894039735,,Back-on-Track
ÖBB NJ 40469,ÖBB-Personenverkehr AG,NJ 40424 = NJ 40469,Train régional,International,Paris Est,DE,Berlin Hbf,FR,19:12,08:26,1168.0,13:14:00,10.96,12.8,Back-on-Track
ÖBB NJ 40490,ÖBB-Personenverkehr AG,NJ 40421 = NJ 40490,Train régional,International,Wien Hbf,DE,Amsterdam Centraal,NL,20:10,09:58,,13:48:00,17.092615894039735,,Back-on-Track
ÖBB NJ 40491,ÖBB-Personenverkehr AG,NJ 40420 = NJ 40491,Train régional,International,Hamburg Altona,DE,Innsbruck Hbf,AT,19:56,09:14,1112.0,13:18:00,14.39,16.0,Back-on-Track
ÖBB NJ 408,ÖBB-Personenverkehr AG,NJ 408 = NJ 409,Train régional,International,Berlin Hbf,DE,Zürich HB,CH,21:03,09:04,,12:01:00,17.092615894039735,,Back-on-Track
ÖBB NJ 409,ÖBB-Personenverkehr AG,NJ 408 = NJ 409,Train régional,International,Zürich HB,DE,Berlin Hbf,CH,19:59,07:20,,11:21:00,17.092615894039735,,Back-on-Track
ÖBB NJ 420,ÖBB-Personenverkehr AG,NJ 420 = NJ 421,Train régional,International,Innsbruck Hbf,DE,Amsterdam Centraal,NL,20:46,09:58,,13:12:00,17.092615894039735,,Back-on-Track
ÖBB NJ 421,ÖBB-Personenverkehr AG,NJ 420 = NJ 421,Train régional,International,Amsterdam Centraal,DE,Innsbruck Hbf,NL,18:28,09:14,,14:46:00,17.092615894039735,,Back-on-Track
ÖBB NJ 446,ÖBB-Personenverkehr AG,NJ 446 = NJ 447,Train régional,International,Wien Hbf,AT,Bregenz,CH,22:55,08:29,,9:34:00,17.092615894039735,,Back-on-Track
ÖBB NJ 447,ÖBB-Personenverkehr AG,NJ 446 = NJ 447,Train régional,International,Bregenz,AT,Wien Hbf (Autoreisezuganlage),CH,21:40,07:04,,9:24:00,17.092615894039735,,Back-on-Track
ÖBB NJ 456,ÖBB-Personenverkehr AG,NJ 456 = NJ 457,Train régional,International,Graz Hbf,DE,Berlin Hbf,AT,19:20,08:14,,12:54:00,17.092615894039735,,Back-on-Track
ÖBB NJ 457,ÖBB-Personenverkehr AG,NJ 456 = NJ 457,Train régional,International,Berlin Hbf,DE,Graz Hbf,AT,19:20,09:59,,14:39:00,17.092615894039735,,Back-on-Track
ÖBB NJ 464,ÖBB-Personenverkehr AG,NJ 464 = NJ 465,Train régional,International,Graz Hbf,AT,Zürich HB,CH,22:25,09:20,,10:55:00,17.092615894039735,,Back-on-Track
ÖBB NJ 465,ÖBB-Personenverkehr AG,NJ 464 = NJ 465,Train régional,International,Zürich HB,AT,Graz Hbf,CH,20:40,06:58,,10:18:00,17.092615894039735,,Back-on-Track
ÖBB NJ 468,ÖBB-Personenverkehr AG,NJ 468 = NJ 469,Train régional,International,Wien Hbf,DE,Paris Est,FR,18:13,09:38,,15:25:00,17.092615894039735,,Back-on-Track
ÖBB NJ 469,ÖBB-Personenverkehr AG,NJ 468 = NJ 469,Train régional,International,Paris Est,DE,Wien Hbf,FR,19:12,10:13,,15:01:00,17.092615894039735,,Back-on-Track
ÖBB NJ 470,ÖBB-Personenverkehr AG,NJ 470 = NJ 471,Train régional,International,Zürich HB,DE,Hamburg Dammtor,CH,20:59,08:09,1011.0,11:10:00,17.8,18.0,Back-on-Track
ÖBB NJ 471,ÖBB-Personenverkehr AG,NJ 470 = NJ 471,Train régional,International,Hamburg Altona,DE,Zürich HB,CH,21:52,10:05,1011.0,12:13:00,17.8,18.0,Back-on-Track
ÖBB NJ 490,ÖBB-Personenverkehr AG,NJ 490 = NJ 491,Train régional,International,Wien Hbf,DE,Hamburg Dammtor,AT,20:10,09:06,,12:56:00,17.092615894039735,,Back-on-Track
ÖBB NJ 491,ÖBB-Personenverkehr AG,NJ 490 = NJ 491,Train régional,International,Hamburg Hbf,DE,Wien Hbf,AT,19:56,09:17,,13:21:00,17.092615894039735,,Back-on-Track
ČD EC 458,České dráhy a.s.,Jižní expres,Train régional,International,Praha hl.n.,CH,Zürich HB,CZ,18:28,08:30,915.0,14:02:00,20.55,18.8,Back-on-Track
ČD EN 40457,České dráhy a.s.,Metropol,Train régional,International,Praha hl.n.,HU,Budapest Nyugati,CZ,22:03,08:29,608.0,10:26:00,17.27,10.5,Back-on-Track
ČD EN 40459,České dráhy a.s.,Jižní expres,Train régional,International,Zürich HB,CH,Praha hl.n.,CZ,19:59,09:23,915.0,13:24:00,20.55,18.8,Back-on-Track
ČD EN 40476,České dráhy a.s.,Metropol,Train régional,International,Budapest-Nyugati,HU,Berlin Hbf,CZ,19:30,08:14,608.0,12:44:00,17.27,10.5,Back-on-Track
ŽS/ŽPCG 1130 / 432,Opérateur non renseigné,Lovćen,Train régional,International,Bar,RS,Beograd Centar,ME,20:10,07:09,469.0,10:59:00,29.21,13.7,Back-on-Track
ŽS/ŽPCG 433,Opérateur non renseigné,Lovćen,Train régional,International,Београд Центар,RS,Bar,ME,20:00,06:54,469.0,10:54:00,29.21,13.7,Back-on-Track


