origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km,co2_kg
Silistra,Sofia,InterCity,,,,,2026-03-16 18:20:00,2026-03-16 05:46:00,,back_on_track,BackOnTrack,Silistra,Sofia,,
Sofia,Silistra,InterCity,,,,,2026-03-16 20:10:00,2026-03-16 07:20:00,,back_on_track,BackOnTrack,Sofia,Silistra,,
Praha hl.n.,Zürich HB,InterCity,50.08321,14.43531,47.37818,8.54021,2026-03-16 18:28:00,2026-03-16 08:30:00,,back_on_track,BackOnTrack,Praha hl.n.,Zürich HB,526.4534025440987,35.753556380379926
Praha hl.n.,Zürich HB,InterCity,50.08321,14.43531,47.37818,8.54021,2026-03-16 18:28:00,2026-03-16 08:30:00,,back_on_track,BackOnTrack,Praha hl.n.,Zürich HB,526.4534025440987,35.753556380379926
Zürich HB,Praha hl.n.,EuroNight,47.37818,8.54021,50.08321,14.43531,2026-03-16 19:59:00,2026-03-16 09:23:00,,back_on_track,BackOnTrack,Zürich HB,Praha hl.n.,526.4534025440987,0.46433190104389505
Zürich HB,Praha hl.n.,EuroNight,47.37818,8.54021,50.08321,14.43531,2026-03-16 19:59:00,2026-03-16 09:23:00,,back_on_track,BackOnTrack,Zürich HB,Praha hl.n.,526.4534025440987,0.46433190104389505
Budapest-Nyugati,Berlin Hbf,EuroNight,47.51068,19.05769,52.52508,13.3694,2026-03-16 19:30:00,2026-03-16 08:14:00,,back_on_track,BackOnTrack,Budapest-Nyugati,Berlin Hbf,689.5151221159268,29.19131220989988
Praha hl.n.,Budapest Nyugati,EuroNight,50.08321,14.43531,47.51133,19.05866,2026-03-16 22:03:00,2026-03-16 08:29:00,,back_on_track,BackOnTrack,Praha hl.n.,Budapest Nyugati,443.09807236827174,30.09256248681881
București Nord,Budapest Keleti,InterCity,44.44677,26.07441,47.50059,19.08426,2026-03-16 21:00:00,2026-03-16 12:50:00,,back_on_track,BackOnTrack,București Nord,Budapest Keleti,637.6817691986246,32.62124858512483
Budapest Keleti,București Nord,InterCity,47.50059,19.08426,44.44677,26.07441,2026-03-16 15:10:00,2026-03-16 08:42:00,,back_on_track,BackOnTrack,Budapest Keleti,București Nord,637.6817691986246,26.996895380792967
Brașov,Budapest Keleti,InterCity,45.64379,25.58684,47.50059,19.08426,2026-03-16 18:51:00,2026-03-16 09:55:00,,back_on_track,BackOnTrack,Brașov,Budapest Keleti,538.0143949699024,27.522664389080326
Brașov,Budapest Keleti,InterCity,45.64379,25.58684,47.50059,19.08426,2026-03-16 18:51:00,2026-03-16 09:55:00,,back_on_track,BackOnTrack,Brașov,Budapest Keleti,538.0143949699024,27.522664389080326
Budapest Keleti,Brașov,InterCity,47.50059,19.08426,45.64379,25.58684,2026-03-16 17:40:00,2026-03-16 09:43:00,,back_on_track,BackOnTrack,Budapest Keleti,Brașov,538.0143949699024,22.77737742544579
Budapest Keleti,Brașov,InterCity,47.50059,19.08426,45.64379,25.58684,2026-03-16 17:40:00,2026-03-16 09:43:00,,back_on_track,BackOnTrack,Budapest Keleti,Brașov,538.0143949699024,22.77737742544579
București Nord,Wien Hbf,InterCity,44.44677,26.07441,48.1851,16.37711,2026-03-16 14:07:00,2026-03-16 08:21:00,,back_on_track,BackOnTrack,București Nord,Wien Hbf,852.0070230476704,43.58527127102663
Wien Hbf,București Nord,InterCity,48.1851,16.37711,44.44677,26.07441,2026-03-16 19:42:00,2026-03-16 15:06:00,,back_on_track,BackOnTrack,Wien Hbf,București Nord,852.0070230476704,36.07056932774618
București Nord,Budapest Keleti,InterCity,44.44677,26.07441,47.50059,19.08426,2026-03-16 18:25:00,2026-03-16 08:50:00,,back_on_track,BackOnTrack,București Nord,Budapest Keleti,637.6817691986246,32.62124858512483
Budapest-Keleti,București Nord,InterCity,47.50044,19.08399,44.44677,26.07441,2026-03-16 19:10:00,2026-03-16 11:35:00,,back_on_track,BackOnTrack,Budapest-Keleti,București Nord,637.6911655423157,26.997293184399478
Sighetu Marmației,București Nord,InterCity,47.93573,23.88554,44.44677,26.07441,2026-03-16 15:52:00,2026-03-16 07:04:00,,back_on_track,BackOnTrack,Sighetu Marmației,București Nord,422.9160407266909,21.6346929794146
Sighetu Marmației,București Nord,InterCity,47.93573,23.88554,44.44677,26.07441,2026-03-16 15:52:00,2026-03-16 07:04:00,,back_on_track,BackOnTrack,Sighetu Marmației,București Nord,422.9160407266909,21.6346929794146
București Nord,Sighetu Marmației,InterCity,44.44677,26.07441,47.93573,23.88554,2026-03-16 21:01:00,2026-03-16 10:00:00,,back_on_track,BackOnTrack,București Nord,Sighetu Marmației,422.9160407266909,21.6346929794146
București Nord,Sighetu Marmației,InterCity,44.44677,26.07441,47.93573,23.88554,2026-03-16 21:01:00,2026-03-16 10:00:00,,back_on_track,BackOnTrack,București Nord,Sighetu Marmației,422.9160407266909,21.6346929794146
Bistrița Nord,București Nord,InterCity,47.13248,24.4839,44.44677,26.07441,2026-03-16 21:25:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack,Bistrița Nord,București Nord,323.07934733505,16.527447092271817
Bistrița Nord,București Nord,InterCity,47.13248,24.4839,44.44677,26.07441,2026-03-16 21:25:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack,Bistrița Nord,București Nord,323.07934733505,16.527447092271817
București Nord,Bistrița Nord,InterCity,44.44677,26.07441,47.13248,24.4839,2026-03-16 21:03:00,2026-03-16 05:57:00,,back_on_track,BackOnTrack,București Nord,Bistrița Nord,323.07934733505,16.527447092271817
București Nord,Bistrița Nord,InterCity,44.44677,26.07441,47.13248,24.4839,2026-03-16 21:03:00,2026-03-16 05:57:00,,back_on_track,BackOnTrack,București Nord,Bistrița Nord,323.07934733505,16.527447092271817
București Nord,Cluj-Napoca,InterCity,44.44677,26.07441,46.7842,23.58662,2026-03-16 21:03:00,2026-03-16 07:02:00,,back_on_track,BackOnTrack,București Nord,Cluj-Napoca,323.9890934914132,16.573986066646732
Cluj-Napoca,București Nord,InterCity,46.7842,23.58662,44.44677,26.07441,2026-03-16 20:03:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack,Cluj-Napoca,București Nord,323.9890934914132,16.573986066646732
București Nord,Satu Mare,InterCity,44.44677,26.07441,47.79629,22.8946,2026-03-16 21:01:00,2026-03-16 10:39:00,,back_on_track,BackOnTrack,București Nord,Satu Mare,445.75838388999847,22.80321588627676
București Nord,Satu Mare,InterCity,44.44677,26.07441,47.79629,22.8946,2026-03-16 21:01:00,2026-03-16 10:39:00,,back_on_track,BackOnTrack,București Nord,Satu Mare,445.75838388999847,22.80321588627676
Satu Mare,București Nord,InterCity,47.79629,22.8946,44.44677,26.07441,2026-03-16 16:20:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack,Satu Mare,București Nord,445.75838388999847,18.871626940366976
Satu Mare,București Nord,InterCity,47.79629,22.8946,44.44677,26.07441,2026-03-16 16:20:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack,Satu Mare,București Nord,445.75838388999847,18.871626940366976
București Nord,Vatra Dornei Băi,InterCity,44.44677,26.07441,47.34743,25.35576,2026-03-16 22:35:00,2026-03-16 07:34:00,,back_on_track,BackOnTrack,București Nord,Vatra Dornei Băi,327.293847266987,16.743044050789983
Vatra Dornei Băi,București Nord,InterCity,47.34743,25.35576,44.44677,26.07441,2026-03-16 20:28:00,2026-03-16 05:56:00,,back_on_track,BackOnTrack,Vatra Dornei Băi,București Nord,327.293847266987,16.743044050789983
București Nord,Iași,InterCity,44.44677,26.07441,47.15723,27.60345,2026-03-16 22:50:00,2026-03-16 05:26:00,,back_on_track,BackOnTrack,București Nord,Iași,323.841447701412,16.56643309861343
București Nord,Iași,InterCity,44.44677,26.07441,47.15723,27.60345,2026-03-16 22:50:00,2026-03-16 05:26:00,,back_on_track,BackOnTrack,București Nord,Iași,323.841447701412,16.56643309861343
Iași,București Nord,InterCity,47.15723,27.60345,44.44677,26.07441,2026-03-16 22:45:00,2026-03-16 05:28:00,,back_on_track,BackOnTrack,Iași,București Nord,323.841447701412,16.56643309861343
Iași,București Nord,InterCity,47.15723,27.60345,44.44677,26.07441,2026-03-16 22:45:00,2026-03-16 05:28:00,,back_on_track,BackOnTrack,Iași,București Nord,323.841447701412,16.56643309861343
București Nord,Oradea,InterCity,44.44677,26.07441,47.07012,21.93653,2026-03-16 21:00:00,2026-03-16 11:50:00,,back_on_track,BackOnTrack,București Nord,Oradea,433.6380428042795,22.18318771769572
București Nord,Oradea,InterCity,44.44677,26.07441,47.07012,21.93653,2026-03-16 21:00:00,2026-03-16 11:50:00,,back_on_track,BackOnTrack,București Nord,Oradea,433.6380428042795,22.18318771769572
Oradea,București Nord,InterCity,47.07012,21.93653,44.44677,26.07441,2026-03-16 18:04:00,2026-03-16 08:42:00,,back_on_track,BackOnTrack,Oradea,București Nord,433.6380428042795,18.358500180161975
Oradea,București Nord,InterCity,47.07012,21.93653,44.44677,26.07441,2026-03-16 18:04:00,2026-03-16 08:42:00,,back_on_track,BackOnTrack,Oradea,București Nord,433.6380428042795,18.358500180161975
Iași,Timişoara Nord,InterCity,47.15723,27.60345,45.7509,21.20805,2026-03-16 15:35:00,2026-03-16 08:56:00,,back_on_track,BackOnTrack,Iași,Timişoara Nord,514.1004354388759,26.29932187531114
Iași,Timişoara Nord,InterCity,47.15723,27.60345,45.7509,21.20805,2026-03-16 15:35:00,2026-03-16 08:56:00,,back_on_track,BackOnTrack,Iași,Timişoara Nord,514.1004354388759,26.29932187531114
Timişoara Nord,Iași,InterCity,45.7509,21.20805,47.15723,27.60345,2026-03-16 14:51:00,2026-03-16 08:13:00,,back_on_track,BackOnTrack,Timişoara Nord,Iași,514.1004354388759,21.76495603474025
Timişoara Nord,Iași,InterCity,45.7509,21.20805,47.15723,27.60345,2026-03-16 14:51:00,2026-03-16 08:13:00,,back_on_track,BackOnTrack,Timişoara Nord,Iași,514.1004354388759,21.76495603474025
București Nord,Arad,InterCity,44.44677,26.07441,46.19134,21.32492,2026-03-16 23:28:00,2026-03-16 11:24:00,,back_on_track,BackOnTrack,București Nord,Arad,418.867119159711,21.427566347734174
București Nord,Arad,InterCity,44.44677,26.07441,46.19134,21.32492,2026-03-16 23:28:00,2026-03-16 11:24:00,,back_on_track,BackOnTrack,București Nord,Arad,418.867119159711,21.427566347734174
Arad,București Nord,InterCity,46.19134,21.32492,44.44677,26.07441,2026-03-16 17:48:00,2026-03-16 05:25:00,,back_on_track,BackOnTrack,Arad,București Nord,418.867119159711,17.733158356745523
Arad,București Nord,InterCity,46.19134,21.32492,44.44677,26.07441,2026-03-16 17:48:00,2026-03-16 05:25:00,,back_on_track,BackOnTrack,Arad,București Nord,418.867119159711,17.733158356745523
Iași,Cluj-Napoca,InterCity,47.15723,27.60345,46.7842,23.58662,2026-03-16 20:40:00,2026-03-16 05:20:00,,back_on_track,BackOnTrack,Iași,Cluj-Napoca,307.55640211776995,15.73335530673664
Iași,Cluj-Napoca,InterCity,47.15723,27.60345,46.7842,23.58662,2026-03-16 20:40:00,2026-03-16 05:20:00,,back_on_track,BackOnTrack,Iași,Cluj-Napoca,307.55640211776995,15.73335530673664
Cluj-Napoca,Iași,InterCity,46.7842,23.58662,47.15723,27.60345,2026-03-16 20:30:00,2026-03-16 05:10:00,,back_on_track,BackOnTrack,Cluj-Napoca,Iași,307.55640211776995,15.73335530673664
Cluj-Napoca,Iași,InterCity,46.7842,23.58662,47.15723,27.60345,2026-03-16 20:30:00,2026-03-16 05:10:00,,back_on_track,BackOnTrack,Cluj-Napoca,Iași,307.55640211776995,15.73335530673664
Constanța,Oradea,InterCity,44.16877,28.63189,47.07012,21.93653,2026-03-16 18:43:00,2026-03-16 12:40:00,,back_on_track,BackOnTrack,Constanța,Oradea,612.2290490739184,31.319189234425373
Constanța,Oradea,InterCity,44.16877,28.63189,47.07012,21.93653,2026-03-16 18:43:00,2026-03-16 12:40:00,,back_on_track,BackOnTrack,Constanța,Oradea,612.2290490739184,31.319189234425373
Constanța,Oradea,InterCity,44.16877,28.63189,47.07012,21.93653,2026-03-16 18:43:00,2026-03-16 12:40:00,,back_on_track,BackOnTrack,Constanța,Oradea,612.2290490739184,31.319189234425373
Constanța,Oradea,InterCity,44.16877,28.63189,47.07012,21.93653,2026-03-16 18:43:00,2026-03-16 12:40:00,,back_on_track,BackOnTrack,Constanța,Oradea,612.2290490739184,31.319189234425373
Oradea,Constanța,InterCity,47.07012,21.93653,44.16877,28.63189,2026-03-16 14:20:00,2026-03-16 08:31:00,,back_on_track,BackOnTrack,Oradea,Constanța,612.2290490739184,25.91932902159341
Oradea,Constanța,InterCity,47.07012,21.93653,44.16877,28.63189,2026-03-16 14:20:00,2026-03-16 08:31:00,,back_on_track,BackOnTrack,Oradea,Constanța,612.2290490739184,25.91932902159341
Oradea,Constanța,InterCity,47.07012,21.93653,44.16877,28.63189,2026-03-16 14:20:00,2026-03-16 08:31:00,,back_on_track,BackOnTrack,Oradea,Constanța,612.2290490739184,25.91932902159341
Oradea,Constanța,InterCity,47.07012,21.93653,44.16877,28.63189,2026-03-16 14:20:00,2026-03-16 08:31:00,,back_on_track,BackOnTrack,Oradea,Constanța,612.2290490739184,25.91932902159341
Satu Mare,Mangalia,InterCity,47.79629,22.8946,43.82291,28.58205,2026-03-16 12:20:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack,Satu Mare,Mangalia,623.7960687410105,26.40903036621942
Satu Mare,Mangalia,InterCity,47.79629,22.8946,43.82291,28.58205,2026-03-16 12:20:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack,Satu Mare,Mangalia,623.7960687410105,26.40903036621942
Satu Mare,Mangalia,InterCity,47.79629,22.8946,43.82291,28.58205,2026-03-16 12:20:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack,Satu Mare,Mangalia,623.7960687410105,26.40903036621942
Satu Mare,Mangalia,InterCity,47.79629,22.8946,43.82291,28.58205,2026-03-16 12:20:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack,Satu Mare,Mangalia,623.7960687410105,26.40903036621942
Mangalia,Satu Mare,InterCity,43.82291,28.58205,47.79629,22.8946,2026-03-16 14:26:00,2026-03-16 09:39:00,,back_on_track,BackOnTrack,Mangalia,Satu Mare,623.7960687410105,47.8663675387727
Mangalia,Satu Mare,InterCity,43.82291,28.58205,47.79629,22.8946,2026-03-16 14:26:00,2026-03-16 09:39:00,,back_on_track,BackOnTrack,Mangalia,Satu Mare,623.7960687410105,47.8663675387727
Mangalia,Satu Mare,InterCity,43.82291,28.58205,47.79629,22.8946,2026-03-16 14:26:00,2026-03-16 09:39:00,,back_on_track,BackOnTrack,Mangalia,Satu Mare,623.7960687410105,47.8663675387727
Mangalia,Satu Mare,InterCity,43.82291,28.58205,47.79629,22.8946,2026-03-16 14:26:00,2026-03-16 09:39:00,,back_on_track,BackOnTrack,Mangalia,Satu Mare,623.7960687410105,47.8663675387727
Suceava Nord,Constanța,InterCity,47.67639,26.23626,44.16877,28.63189,2026-03-16 20:25:00,2026-03-16 03:59:00,,back_on_track,BackOnTrack,Suceava Nord,Constanța,431.7553521686727,22.08687679554062
Suceava Nord,Constanța,InterCity,47.67639,26.23626,44.16877,28.63189,2026-03-16 20:25:00,2026-03-16 03:59:00,,back_on_track,BackOnTrack,Suceava Nord,Constanța,431.7553521686727,22.08687679554062
Suceava Nord,Constanța,InterCity,47.67639,26.23626,44.16877,28.63189,2026-03-16 20:25:00,2026-03-16 03:59:00,,back_on_track,BackOnTrack,Suceava Nord,Constanța,431.7553521686727,22.08687679554062
Suceava Nord,Constanța,InterCity,47.67639,26.23626,44.16877,28.63189,2026-03-16 20:25:00,2026-03-16 03:59:00,,back_on_track,BackOnTrack,Suceava Nord,Constanța,431.7553521686727,22.08687679554062
Constanța,Suceava Nord,InterCity,44.16877,28.63189,47.67639,26.23626,2026-03-16 23:30:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack,Constanța,Suceava Nord,431.7553521686727,22.08687679554062
Constanța,Suceava Nord,InterCity,44.16877,28.63189,47.67639,26.23626,2026-03-16 23:30:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack,Constanța,Suceava Nord,431.7553521686727,22.08687679554062
Constanța,Suceava Nord,InterCity,44.16877,28.63189,47.67639,26.23626,2026-03-16 23:30:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack,Constanța,Suceava Nord,431.7553521686727,22.08687679554062
Constanța,Suceava Nord,InterCity,44.16877,28.63189,47.67639,26.23626,2026-03-16 23:30:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack,Constanța,Suceava Nord,431.7553521686727,22.08687679554062
Chişinău,București Nord,InterCity,47.01287,28.86019,44.44677,26.07441,2026-03-16 17:05:00,2026-03-16 06:47:00,,back_on_track,BackOnTrack,Chişinău,București Nord,357.95964565572797,18.31178363316442
București Nord,Chişinău,InterCity,44.44677,26.07441,47.01287,28.86019,2026-03-16 19:10:00,2026-03-16 08:44:00,,back_on_track,BackOnTrack,București Nord,Chişinău,357.95964565572797,18.31178363316442
London Euston,Aberdeen,InterCity,51.52817,-0.13308,57.14469,-2.0964,2026-03-16 21:15:00,2026-03-16 07:40:00,,back_on_track,BackOnTrack,London Euston,Aberdeen,637.2963549703024,33.7257231050284
Aberdeen,London Euston,InterCity,57.14469,-2.0964,51.52817,-0.13308,2026-03-16 21:43:00,2026-03-16 08:00:00,,back_on_track,BackOnTrack,Aberdeen,London Euston,637.2963549703024,33.7257231050284
London Euston,Fort William / An Gearasdan,InterCity,51.52817,-0.13308,,,2026-03-16 21:15:00,2026-03-16 10:00:00,,back_on_track,BackOnTrack,London Euston,Fort William / An Gearasdan,,
Fort William / An Gearasdan,London Euston,InterCity,,,51.52817,-0.13308,2026-03-16 19:50:00,2026-03-16 08:00:00,,back_on_track,BackOnTrack,Fort William / An Gearasdan,London Euston,,
London Euston,Inverness / Inbhir Nis,InterCity,51.52817,-0.13308,,,2026-03-16 21:15:00,2026-03-16 08:45:00,,back_on_track,BackOnTrack,London Euston,Inverness / Inbhir Nis,,
Inverness / Inbhir Nis,London Euston,InterCity,,,51.52817,-0.13308,2026-03-16 20:45:00,2026-03-16 08:00:00,,back_on_track,BackOnTrack,Inverness / Inbhir Nis,London Euston,,
London Euston,Glasgow Central,InterCity,51.52817,-0.13308,55.85858,-4.25838,2026-03-16 23:45:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack,London Euston,Glasgow Central,552.6122013736833,29.24423769669532
Glasgow Central,London Euston,InterCity,55.85858,-4.25838,51.52817,-0.13308,2026-03-16 23:40:00,2026-03-16 07:15:00,,back_on_track,BackOnTrack,Glasgow Central,London Euston,552.6122013736833,29.24423769669532
London Euston,Edinburgh Waverley,InterCity,51.52817,-0.13308,55.9544,-3.18441,2026-03-16 23:45:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack,London Euston,Edinburgh Waverley,531.3807187308821,28.12066763523828
Edinburgh Waverley,London Euston,InterCity,55.9544,-3.18441,51.52817,-0.13308,2026-03-16 23:40:00,2026-03-16 07:15:00,,back_on_track,BackOnTrack,Edinburgh Waverley,London Euston,531.3807187308821,28.12066763523828
Praha hl.n.,Bruxelles Midi / Brussel Zuid,InterCity,50.08321,14.43531,,,2026-03-16 18:04:00,2026-03-16 09:27:00,,back_on_track,BackOnTrack,Praha hl.n.,Bruxelles Midi / Brussel Zuid,,
Bruxelles Midi / Brussel Zuid,Praha hl.n.,InterCity,,,50.08321,14.43531,2026-03-16 19:22:00,2026-03-16 10:45:00,,back_on_track,BackOnTrack,Bruxelles Midi / Brussel Zuid,Praha hl.n.,,
Paris Gare du Nord,Berlin Hbf,InterCity,48.88085,2.3555,52.52508,13.3694,2026-03-16 17:45:00,2026-03-16 09:59:00,,back_on_track,BackOnTrack,Paris Gare du Nord,Berlin Hbf,873.8472072374328,6.936599131050742
Berlin Hbf,Paris Gare du Nord,InterCity,52.52508,13.3694,48.88085,2.3555,2026-03-16 18:31:00,2026-03-16 10:00:00,,back_on_track,BackOnTrack,Berlin Hbf,Paris Gare du Nord,873.8472072374328,50.09766039092203
Amsterdam Centraal,Milano Centrale,InterCity,52.37921,4.90029,45.48727,9.20511,,,,back_on_track,BackOnTrack,Amsterdam Centraal,Milano Centrale,827.9841081104923,41.62607305114689
Amsterdam Centraal,Milano Centrale,InterCity,52.37921,4.90029,45.48727,9.20511,,,,back_on_track,BackOnTrack,Amsterdam Centraal,Milano Centrale,827.9841081104923,41.62607305114689
Milano Centrale,Amsterdam Centraal,InterCity,45.48727,9.20511,52.37921,4.90029,,,,back_on_track,BackOnTrack,Milano Centrale,Amsterdam Centraal,827.9841081104923,37.24438115102617
Milano Centrale,Amsterdam Centraal,InterCity,45.48727,9.20511,52.37921,4.90029,,,,back_on_track,BackOnTrack,Milano Centrale,Amsterdam Centraal,827.9841081104923,37.24438115102617
Bruxelles Midi / Brussel Zuid,Milano Porta Garibaldi,InterCity,,,45.4846,9.18776,2026-03-16 17:56:00,2026-03-16 11:30:00,,back_on_track,BackOnTrack,Bruxelles Midi / Brussel Zuid,Milano Porta Garibaldi,,
Bruxelles Midi / Brussel Zuid,Milano Porta Garibaldi,InterCity,,,45.4846,9.18776,2026-03-16 17:56:00,2026-03-16 11:30:00,,back_on_track,BackOnTrack,Bruxelles Midi / Brussel Zuid,Milano Porta Garibaldi,,
Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,InterCity,45.4846,9.18776,,,2026-03-16 17:30:00,2026-03-16 11:10:00,,back_on_track,BackOnTrack,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,,
Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,InterCity,45.4846,9.18776,,,2026-03-16 17:30:00,2026-03-16 11:10:00,,back_on_track,BackOnTrack,Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,,
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 18:48:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack,Palermo Centrale,Roma Termini,427.9256667607793,19.248952342233373
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 18:48:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack,Palermo Centrale,Roma Termini,427.9256667607793,19.248952342233373
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 18:48:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack,Palermo Centrale,Roma Termini,427.9256667607793,19.248952342233373
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 18:48:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack,Palermo Centrale,Roma Termini,427.9256667607793,19.248952342233373
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 20:31:00,2026-03-16 09:24:00,,back_on_track,BackOnTrack,Roma Termini,Palermo Centrale,427.9256667607793,19.248952342233373
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 20:31:00,2026-03-16 09:24:00,,back_on_track,BackOnTrack,Roma Termini,Palermo Centrale,427.9256667607793,19.248952342233373
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 20:31:00,2026-03-16 09:24:00,,back_on_track,BackOnTrack,Roma Termini,Palermo Centrale,427.9256667607793,19.248952342233373
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 20:31:00,2026-03-16 09:24:00,,back_on_track,BackOnTrack,Roma Termini,Palermo Centrale,427.9256667607793,19.248952342233373
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 21:10:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack,Palermo Centrale,Roma Termini,427.9256667607793,19.248952342233373
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 21:10:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack,Palermo Centrale,Roma Termini,427.9256667607793,19.248952342233373
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 21:10:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack,Palermo Centrale,Roma Termini,427.9256667607793,19.248952342233373
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 21:10:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack,Palermo Centrale,Roma Termini,427.9256667607793,19.248952342233373
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 23:00:00,2026-03-16 11:57:00,,back_on_track,BackOnTrack,Roma Termini,Palermo Centrale,427.9256667607793,19.248952342233373
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 23:00:00,2026-03-16 11:57:00,,back_on_track,BackOnTrack,Roma Termini,Palermo Centrale,427.9256667607793,19.248952342233373
