stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,platform_code
de:09182:43417:0:2,,Schopfloch,47.7682552,11.6489124,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43417,0,de:09182:43417,
de:09182:43418,,Georgenried,47.7576396,11.7053176,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43418,1,,
de:09182:43418:0:1,,Georgenried,47.7577,11.7053895,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43418,0,de:09182:43418,
de:09182:43418:0:2,,Georgenried,47.7574584,11.7055152,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43418,0,de:09182:43418,
de:09182:43419,,Hauserdörfl,47.7640648,11.6911422,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43419,1,,
de:09182:43419:0:1,,Hauserdörfl,47.764101,11.6912051,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43419,0,de:09182:43419,
de:09182:43419:0:2,,Hauserdörfl,47.7640044,11.6910703,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43419,0,de:09182:43419,
de:09182:43420,,"Waakirchen, Mariensteinerweg",47.7671925,11.6866147,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43420,1,,
de:09182:43420:0:1,,"Waakirchen, Mariensteinerweg",47.7671261,11.6870279,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43420,0,de:09182:43420,
de:09182:43420:0:2,,"Waakirchen, Mariensteinerweg",47.767265,11.6862733,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43420,0,de:09182:43420,
de:09182:43420:0:3,,"Waakirchen, Mariensteinerweg",47.7668725,11.6863811,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43420,0,de:09182:43420,
de:09182:43421,,Marienstein,47.7499633,11.6839557,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43421,1,,
de:09182:43421:0:1,,Marienstein,47.7499392,11.6840275,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43421,0,de:09182:43421,
de:09182:43421:0:2,,Marienstein,47.7499875,11.6839018,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43421,0,de:09182:43421,
de:09182:43422,,"Marienstein, Gewerbegebiet",47.7497157,11.6731759,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43422,1,,
de:09182:43422:0:1,,"Marienstein, Gewerbegebiet",47.7497701,11.6731759,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43422,0,de:09182:43422,
de:09182:43423,,Piesenkam,47.8121983,11.6687831,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43423,1,,
de:09182:43423:0:1,,Piesenkam,47.8122405,11.6688101,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43423,0,de:09182:43423,
de:09182:43423:0:2,,Piesenkam,47.8121802,11.6687562,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43423,0,de:09182:43423,
de:09182:43424,,"Riedern, Peterhäusl",47.7761642,11.7030089,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43424,1,,
de:09182:43424:0:1,,"Riedern, Peterhäusl",47.7760978,11.702946,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43424,0,de:09182:43424,
de:09182:43424:0:2,,"Riedern, Peterhäusl",47.7762427,11.702982,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43424,0,de:09182:43424,
de:09182:43425,,Schaftlach,47.7943141,11.6834077,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43425,1,,
de:09182:43425:30:1,,"Schaftlach, Bahnhof",47.7943443,11.6833089,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43425,0,de:09182:43425,
de:09182:43425:30:2,,"Schaftlach, Bahnhof",47.7942839,11.6834975,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43425,0,de:09182:43425,
de:09182:43427,,"Kappelschuster, Kapleralm",47.7883332,11.7225742,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43427,1,,
de:09182:43427:0:1,,"Kappelschuster, Kapleralm",47.7883091,11.7226371,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43427,0,de:09182:43427,
de:09182:43427:0:2,,"Kappelschuster, Kapleralm",47.7883151,11.7224934,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43427,0,de:09182:43427,
de:09182:43429,,"Warngau, Ortsmitte",47.8315236,11.7224934,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43429,1,,
de:09182:43429:0:1,,"Warngau, Ortsmitte",47.831596,11.7222419,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43429,0,de:09182:43429,
de:09182:43429:0:2,,"Warngau, Ortsmitte",47.8313668,11.7227449,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43429,0,de:09182:43429,
de:09182:43430,,"Warngau, Abzw. Gewerbegebiet",47.8576532,11.7188732,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43430,1,,
de:09182:43430:0:1,,"Warngau, Abzw. Gewerbegebiet",47.8575508,11.7188732,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43430,0,de:09182:43430,
de:09182:43430:0:2,,"Warngau, Abzw. Gewerbegebiet",47.8577195,11.7189001,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43430,0,de:09182:43430,
de:09182:43432,,Bernloh,47.7937348,11.7409358,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43432,1,,
de:09182:43432:0:1,,Bernloh,47.793771,11.7407472,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43432,0,de:09182:43432,
de:09182:43432:0:2,,Bernloh,47.7937287,11.7411155,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43432,0,de:09182:43432,
de:09182:43433,,Böttberg,47.8111908,11.725916,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43433,1,,
de:09182:43433:0:1,,Böttberg,47.8111546,11.725898,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43433,0,de:09182:43433,
de:09182:43433:0:2,,Böttberg,47.811233,11.7259429,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43433,0,de:09182:43433,
de:09182:43434,,Draxlham,47.855628,11.7364802,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43434,1,,
de:09182:43434:0:1,,Draxlham,47.8555918,11.7364981,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43434,0,de:09182:43434,
de:09182:43434:0:2,,Draxlham,47.8556641,11.7364981,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43434,0,de:09182:43434,
de:09182:43435,,Einhaus,47.8031483,11.7328869,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43435,1,,
de:09182:43435:0:1,,Einhaus,47.8031001,11.7328599,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43435,0,de:09182:43435,
de:09182:43435:0:2,,Einhaus,47.8031966,11.7328959,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43435,0,de:09182:43435,
de:09182:43436,,Feldschuster,47.796215,11.7364891,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43436,1,,
de:09182:43436:0:1,,Feldschuster,47.7961245,11.736561,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43436,0,de:09182:43436,
de:09182:43436:0:2,,Feldschuster,47.7963237,11.7364083,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43436,0,de:09182:43436,
de:09182:43437,,Heigenkam,47.7936744,11.7513473,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43437,1,,
de:09182:43437:0:1,,Heigenkam,47.7936563,11.7514551,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43437,0,de:09182:43437,
de:09182:43437:0:2,,Heigenkam,47.7937106,11.7512574,https://efa.mvv-muenchen.de/index.html?name_origin=de:09182:43437,0,de:09182:43437,
