origin,destination,vehicule_type,origin_city,destination_city,station_lat,station_long,station_lat_dest,station_long_dest,distance_km,co2_kg,departure_time,arrival_time,source,provider
"Amsterdam, Centraal",Münster (Westf) Hauptbahnhof,Avion,"Amsterdam, Centraal",Münster (Westf) Hauptbahnhof,52.308601,4.76389,51.944745,7.773621,209.3871675583568,84.38774711007544,,,airports,OurAirports
"Amsterdam, Centraal",Münster (Westf) Hauptbahnhof,EuroNight,"Amsterdam, Centraal",Münster (Westf) Hauptbahnhof,52.3789574,4.9006063,51.9566277,7.6353295,192.3203341144779,9.668712477271262,18:59:00,21:50:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",Nürnberg Hbf,Avion,"Amsterdam, Centraal",Nürnberg Hbf,52.308601,4.76389,49.498699,11.078056,541.596141487955,148.0258944700216,,,airports,OurAirports
"Amsterdam, Centraal",Nürnberg Hbf,EuroNight,"Amsterdam, Centraal",Nürnberg Hbf,52.3789574,4.9006063,49.4457552,11.0821383,542.0905528227883,27.253060452612853,17:01:00,26:51:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",Ostbahnhof Gleis 6,Avion,"Amsterdam, Centraal",Ostbahnhof Gleis 6,52.308601,4.76389,48.239166,11.559334,661.2808168833863,176.37470338052273,,,airports,OurAirports
"Amsterdam, Centraal",Ostbahnhof Gleis 6,EuroNight,"Amsterdam, Centraal",Ostbahnhof Gleis 6,52.3789574,4.9006063,48.1274186,11.6053531,670.8330305909628,33.72545977993006,18:30:00,30:42:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",Ostbahnhof Gleis 8,Avion,"Amsterdam, Centraal",Ostbahnhof Gleis 8,52.308601,4.76389,48.239166,11.559334,661.2808168833863,176.37470338052273,,,airports,OurAirports
"Amsterdam, Centraal",Ostbahnhof Gleis 8,EuroNight,"Amsterdam, Centraal",Ostbahnhof Gleis 8,52.3789574,4.9006063,48.1273047,11.6055327,670.8513781040405,33.726382182802524,18:30:00,30:42:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",Passau Hbf,Avion,"Amsterdam, Centraal",Passau Hbf,52.308601,4.76389,48.518055,13.345833,739.1243481556475,184.81582588327515,,,airports,OurAirports
"Amsterdam, Centraal",Passau Hbf,EuroNight,"Amsterdam, Centraal",Passau Hbf,52.3789574,4.9006063,48.5736385,13.450331,737.5303927532433,37.07860296527655,19:00:00,31:02:00,mobility_db,FR_BBS_Schapfl_mdb-770
"Amsterdam, Centraal",Rosenheim,Avion,"Amsterdam, Centraal",Rosenheim,52.308601,4.76389,47.74075,12.11548,729.9382683939588,182.5188741971042,,,airports,OurAirports
"Amsterdam, Centraal",Rosenheim,EuroNight,"Amsterdam, Centraal",Rosenheim,52.3789574,4.9006063,47.8499797,12.1192703,719.4543331134329,36.169847142944725,18:59:00,31:20:00,mobility_db,FR_BBS_Schapfl_mdb-770
Ankara,Kars,Avion,Ankara,Kars,39.935001,32.740799,40.562198638916016,43.1150016784668,882.6942942140512,221.54920629337312,,,airports,OurAirports
Ankara,Kars,InterCity,Ankara,Kars,39.93498,32.84395,40.60528,43.10639,873.3727363721098,57.77360651101507,2026-04-28 18:00:00,2026-04-28 20:26:00,back_on_track,BackOnTrack
Ankara,Kurtalan,Avion,Ankara,Kurtalan,39.935001,32.740799,37.97890090942383,41.84040069580078,815.9034879143746,222.0562932707762,,,airports,OurAirports
Ankara,Kurtalan,InterCity,Ankara,Kurtalan,39.93498,32.84395,37.92809,41.69722,797.2439001981827,52.73768399810979,2026-04-28 11:20:00,2026-04-28 14:10:00,back_on_track,BackOnTrack
Ankara,Malatya,Avion,Ankara,Malatya,39.935001,32.740799,38.353699,38.253899,506.8010787722399,138.5159111317286,,,airports,OurAirports
Ankara,Malatya,InterCity,Ankara,Malatya,39.93498,32.84395,38.3768,38.32295,503.0829081005218,33.27893437084952,2026-04-28 19:10:00,2026-04-28 11:09:00,back_on_track,BackOnTrack
Ankara,Tatvan,Avion,Ankara,Tatvan,39.935001,32.740799,38.54180145263672,42.332401275634766,840.0162712722854,228.6188283894652,,,airports,OurAirports
Ankara,Tatvan,InterCity,Ankara,Tatvan,39.93498,32.84395,38.50882,42.2762,827.4309412029706,54.73455676057651,2026-04-28 11:20:00,2026-04-28 13:57:00,back_on_track,BackOnTrack
