stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,wheelchair_boarding
121,121,8 Mai,43.9595628716,4.7695971206,0,1
137,137,8 Mai,43.9593154394,4.7693997402,0,1
613,613,Chemin du Moulin,43.957605278,4.9268663683,0,1
623,623,Chemin du Moulin,43.957674394,4.9266080258,0,1
164,164,Parking Chartreuse,43.9680643178,4.7987172298,0,1
197,197,Parking Chartreuse,43.9678531156,4.7993058501,0,1
1955,1955,La Rivasse,44.0004970977,4.9203136133,0,1
968,968,La Rivasse,44.0004671867,4.9204368666,0,1
1153,1153,La Rouvette,43.9822058833,4.7049962051,0,
317,317,Lascour,43.9627692134,4.8656581314,0,
343,343,Lascour,43.9626866084,4.8657291691,0,
1927,1927,Lavandières,43.985012405,4.9018432802,0,1
882,882,Lavandières,43.9853744667,4.9017475249,0,1
919,919,Lavandières,43.9845560879,4.9021216426,0,1
787,787,Lavarin,43.9281694486,4.8044549957,0,1
798,798,Lavarin,43.9281079604,4.8043900987,0,1
1211,1211,Le Green,43.9549622582,4.8845227683,0,
1212,1212,Le Green,43.9549245686,4.8845957851,0,
395,395,Le Lavoir,43.9418655004,4.6830491976,0,1
1141,1141,Le Plan,43.980403387,4.7142381434,0,1
2299,2299,Archicote Avi Nord,43.9824275113,4.8832146581,0,1
2301,2301,Archicote Avi Nord,43.9812725218,4.8822160837,0,1
2326,2326,Archicote Avi Nord,43.9816352382,4.8840137383,0,1
1140,1140,Le Vieux Mas,43.9825679592,4.7094333949,0,
2249,2249,Le Carillon,43.9565675796,4.8835737736,0,1
883,883,Le Carillon,43.9567812335,4.8832845162,0,
316,316,Le Lac,43.9600072523,4.8552120736,0,1
344,344,Le Lac,43.9603652932,4.8556762457,0,1
46,46,Le Lac,43.9607265009,4.8560035868,0,
57,57,Le Lac,43.9607265009,4.8560035868,0,
499,499,Léon Blum,43.9416793105,4.8993504796,0,
527,527,Léon Blum,43.941784204,4.8994796992,0,
1966,1966,Les Falaises,43.9794731088,4.7600871673,0,
1978,1978,Les Falaises,43.9794236603,4.7590761097,0,
704,704,L'Epi,43.9425156208,4.8210496192,0,1
723,723,L'Epi,43.9428427948,4.8209021041,0,1
1203,1203,Les Allées du Lac,43.9579873093,4.8970483559,0,1
1204,1204,Les Allées du Lac,43.9579006753,4.8969074755,0,1
1666,1666,Les Barattes,43.9529328669,4.885527377,0,
2253,2253,Les Barattes,43.9530427319,4.8854451527,0,1
109,109,Les Chênes,43.9580563906,4.7802284078,0,
149,149,Les Chênes,43.9579406461,4.7797751714,0,
2270,2270,Les Craoux,43.9368809326,4.9021960307,0,1
496,496,Les Craoux,43.937297188,4.9020903599,0,
1632,1632,Place du Marché,43.8930566209,4.9487259979,0,1
1633,1633,Place du Marché,43.8929524122,4.9489450946,0,1
125,125,Chêneraie,43.9647337539,4.765211158,0,1
133,133,Chêneraie,43.9646751177,4.7654203489,0,1
1143,1143,Les Genourieux,43.966284458,4.7038213601,0,
1149,1149,Les Genourieux,43.9661532913,4.7044758963,0,
330,330,Les Hameaux,43.9451953607,4.6871204387,0,1
392,392,Les Hameaux,43.9453137922,4.6870506511,0,1
807,807,Les Lierres,43.9404879332,4.8014551456,0,1
808,808,Les Lierres,43.9404477956,4.8012417912,0,1
1235,1235,Les Martines,43.9415963648,4.875657301,0,
512,512,Les Martines,43.9416586819,4.8756849842,0,
1047,1047,Les Mésanges,43.8913874846,4.9541716671,0,
1052,1052,Les Mésanges,43.8917977769,4.9535686689,0,
126,126,Les Oliviers,43.9638333351,4.7596062719,0,1
132,132,Les Oliviers,43.9636550015,4.7595363967,0,1
1181,1181,Avignon TGV,43.9225137242,4.7856804433,0,
607,607,Les Ormeaux,43.9520215287,4.8632868888,0,
629,629,Les Ormeaux,43.9520794546,4.8627291878,0,
172,172,Les Peupliers,43.9724490847,4.7773607491,0,
189,189,Les Peupliers,43.9725555205,4.7774275996,0,
1051,1051,Les Pierres,43.8878643111,4.9637476369,0,
1048,1048,Les Pierres,43.8878068241,4.9635211121,0,
912,912,Cigales,43.9582656936,4.8511750904,0,1
913,913,Cigales,43.9584190235,4.851156978,0,1
2354,2354,Les Pommiers,43.9454380688,4.6837943372,0,
2355,2355,Les Pommiers,43.9453562497,4.6842515419,0,
2117,2117,Les Priades,43.9585509978,4.7689934345,0,1
2118,2118,Les Priades,43.9586678142,4.7689984395,0,1
2075,2075,Les Sources,43.9311932137,4.8256944921,0,
2080,2080,Les Sources,43.930868475,4.8261283097,0,1
9005,9005,Les Sources,43.930915395,4.8260432456,0,1
9006,9006,Les Sources,43.930868475,4.8261283097,0,1
1197,1197,Les Tournesols,43.9747278277,4.9164375399,0,
1198,1198,Les Tournesols,43.9747353383,4.9165001607,0,
1435,1435,Les Vignes,43.9459159492,4.9077334646,0,
1436,1436,Les Vignes,43.9457736543,4.9076647738,0,
1755,1755,Levant,43.9314211265,4.796705645,0,
1756,1756,Levant,43.9313265037,4.7965148602,0,
683,683,L'Herminier,43.9352865961,4.8201483857,0,
693,693,L'Herminier,43.9352916203,4.8191404193,0,
1036,1036,Limbert,43.9436124965,4.8147612936,0,
2068,2068,Limbert,43.9434397041,4.8152392445,0,1
544,544,Lopofa,43.9356988522,4.8044087715,0,1
2267,2267,Lopy,43.9327427478,4.8026872267,0,1
543,543,Lopy,43.9324128538,4.8021626158,0,1
182,182,Cigalières,43.9771577153,4.77234431,0,1
895,895,Lorraine,43.9698925305,4.8861146435,0,
896,896,Lorraine,43.9697070907,4.8855832197,0,
13,13,Loti,43.9345560155,4.81629534,0,
2380,2380,Loti,43.9357983993,4.8170341612,0,
1142,1142,Lou Cigalou,43.9791498497,4.7057281233,0,
9003,9003,Barbière,43.9304787815,4.834101394,0,1
9004,9004,Barbière,43.930414741,4.834148361,0,1
1041,1041,Lycée Agricole,43.9105776755,4.8831793211,0,
1058,1058,Lycée Agricole,43.9108918241,4.8835915369,0,
754,754,Lycée Jean Vilar,43.9812759519,4.7896240278,0,
904,904,Combe,43.9528662407,4.8313634464,0,1
905,905,Combe,43.9532884176,4.8325648183,0,1
1199,1199,Macao,43.9733200068,4.908651102,0,
1200,1200,Macao,43.9730134874,4.909060697,0,
2043,2043,Magnanen,43.9431654452,4.8118786437,0,1
2044,2044,Magnanen,43.9429795769,4.8117460579,0,1
770,770,Magnaneraie,43.9686425507,4.7874466035,0,
973,973,Magnaneraie,43.9686366987,4.788504932,0,
2297,2297,Récollets,43.9331777044,4.8702400832,0,
2298,2298,Récollets,43.9329006067,4.8701654893,0,
1043,1043,Mairie de Caumont,43.8928073293,4.9441248848,0,1
1630,1630,Mairie de Caumont,43.8929300942,4.9438817554,0,1
2312,2312,Montfavet,43.9354956479,4.8718993736,0,1
2313,2313,Montfavet,43.9353730412,4.871756983,0,1
2314,2314,Montfavet,43.9354489818,4.8719719726,0,1
2420,2420,Montfavet,43.934954493,4.8708047797,0,1
953,953,Maison de la Pêche,43.9560618963,5.0271474947,0,
549,549,Maison de Retraite,43.9439887239,4.8187737241,0,1
582,582,Maison de Retraite,43.9441454524,4.8186062935,0,1
951,951,Marché Agricole,43.9557703163,5.0269344385,0,
104,104,Barthelasse,43.9525622232,4.7965260405,0,
154,154,Barthelasse,43.9524305307,4.7963833806,0,
655,655,Massillargues,43.9489012842,4.8441992946,0,
658,658,Massillargues,43.9487476698,4.8442298599,0,
1454,1454,Maumette,43.9305400182,4.8629908967,0,
1455,1455,Maumette,43.9306205976,4.8630069269,0,
2341,2341,Minoterie,43.9682283455,4.9799845291,0,
118,118,Mirabeau,43.9579881412,4.7627809477,0,
140,140,Mirabeau,43.9579723886,4.7626806631,0,
861,861,Clémenceau,43.9660392712,4.7812196308,0,1
1481,1481,Mistral 7,43.9237205957,4.8649898167,0,1
1482,1482,Mistral 7,43.9236156625,4.8648607019,0,1
332,332,Monclar,43.9304209956,4.8003586607,0,1
393,393,Monclar,43.9304513326,4.8002106296,0,1
492,492,Bastide,43.9374216273,4.8807110504,0,
534,534,Bastide,43.9373537848,4.8809196187,0,
190,190,Mont Serein,43.9742156301,4.7772000712,0,1
2245,2245,Mont Serein,43.974308838,4.7770546182,0,1
1087,1087,Mont Ventoux,43.9747138028,4.7754404037,0,
452,452,Mont Blanc,43.9744454634,4.8222854283,0,
467,467,Mont Blanc,43.974660946,4.8219087487,0,
319,319,Montbord,43.9632604,4.8716077012,0,
341,341,Montbord,43.9631746022,4.871429526,0,
106,106,Monteau,43.9544551189,4.7883780707,0,
152,152,Monteau,43.9544938941,4.7890520882,0,
1167,1167,Morières Centre,43.9391177002,4.9061310721,0,1
1168,1168,Morières Centre,43.9391987387,4.9065081801,0,1
449,449,Moutons,43.9612143837,4.8151810207,0,
470,470,Moutons,43.9611627364,4.8150791466,0,
232,232,Clément VII,43.9595460668,4.8665605332,0,
250,250,Clément VII,43.9593130023,4.8661392225,0,
34,34,Notre Dame,43.9521864744,4.8370732667,0,1
64,64,Notre Dame,43.9520945285,4.835986023,0,1
323,323,Offante,43.9615222229,4.882102493,0,
337,337,Offante,43.9614708923,4.8823741528,0,
837,837,Office de Tourisme,43.9632483867,4.8000774004,0,1
838,838,Office de Tourisme,43.9636027484,4.8003169299,0,1
2190,2190,Olivades,43.9289459183,4.8134244563,0,1
2191,2191,Olivades,43.9288066041,4.813617506,0,1
9009,9009,Olivades,43.9287853113,4.8133676717,0,1
9010,9010,Olivades,43.9286864703,4.8133633617,0,1
